,date_time,zipcode,location_id,Year,Month,Day,Hour,Temperature,Clearsky_DHI,Clearsky_DNI,Clearsky_GHI,Cloud_Type,Dew_Point,DHI,DNI,Fill_Flag,GHI,Relative_Humidity,Solar_Zenith_Angle,Surface_Albedo,Pressure,Precipitable_Water,Wind_Direction,Wind_Speed,Global_Horizontal_UV_Irradiance_(280-400nm),Global_Horizontal_UV_Irradiance_(295-385nm)
0,1998-01-01 00:30:00,85286,76784,1998,1,1,0,8,0,0,0,4,1,0,0,0,0,61.65,169.71,0.193,970,1.5210000000000001,83.30000000000001,2.1,0.0000,0.0000
1,1998-01-01 01:30:00,85286,76784,1998,1,1,1,8,0,0,0,7,0,0,0,0,0,65.4,163.4,0.193,970,1.5070000000000001,82,2.2,0.0000,0.0000
2,1998-01-01 02:30:00,85286,76784,1998,1,1,2,7,0,0,0,4,0,0,0,0,0,65.24,151.9,0.193,960,1.494,80.7,2.3000000000000003,0.0000,0.0000
3,1998-01-01 03:30:00,85286,76784,1998,1,1,3,7,0,0,0,7,0,0,0,0,0,69.74,139.5,0.193,960,1.487,79.5,2.4000000000000004,0.0000,0.0000
4,1998-01-01 04:30:00,85286,76784,1998,1,1,4,7,0,0,0,0,0,0,0,0,0,69.37,126.97,0.193,960,1.489,78.60000000000001,2.4000000000000004,0.0000,0.0000
5,1998-01-01 05:30:00,85286,76784,1998,1,1,5,6,0,0,0,0,0,0,0,0,0,68.59,114.59,0.193,960,1.494,78.4,2.4000000000000004,0.0000,0.0000
6,1998-01-01 06:30:00,85286,76784,1998,1,1,6,6,0,0,0,0,0,0,0,1,0,67.58,102.54,0.193,960,1.497,79,2.4000000000000004,0.0000,0.0000
7,1998-01-01 07:30:00,85286,76784,1998,1,1,7,7,0,0,0,0,0,0,0,0,0,62.2,91.03,0.193,960,1.497,80,2.5,0.0000,0.0000
8,1998-01-01 08:30:00,85286,76784,1998,1,1,8,11,38,602,139,0,0,38,602,0,139,52.29,80.33,0.193,960,1.498,79.4,3.1,0.0000,0.0000
9,1998-01-01 09:30:00,85286,76784,1998,1,1,9,15,54,794,315,0,0,54,794,0,315,40.62,70.86,0.193,970,1.5050000000000001,79.7,3.5,16.0010,12.3772
10,1998-01-01 10:30:00,85286,76784,1998,1,1,10,18,63,879,460,0,1,63,879,0,460,34.64,63.21,0.193,960,1.5170000000000001,103.60000000000001,3.2,24.8499,19.3692
11,1998-01-01 11:30:00,85286,76784,1998,1,1,11,21,69,917,554,0,1,69,917,0,554,29.46,58.1,0.193,960,1.5290000000000001,117.80000000000001,2.6,30.8699,24.1344
12,1998-01-01 12:30:00,85286,76784,1998,1,1,12,22,70,929,587,0,1,70,929,0,587,27.71,56.25,0.193,960,1.536,130.3,2,33.0207,25.8378
13,1998-01-01 13:30:00,85286,76784,1998,1,1,13,23,69,918,556,0,1,69,918,0,556,25.97,57.980000000000004,0.193,960,1.524,144.5,1.6,31.0012,24.2385
14,1998-01-01 14:30:00,85286,76784,1998,1,1,14,23,64,881,464,0,1,64,881,0,464,25.92,62.99,0.193,960,1.483,155.20000000000002,1.2000000000000002,25.1035,19.5699
15,1998-01-01 15:30:00,85286,76784,1998,1,1,15,22,55,801,321,0,1,55,801,0,321,28.25,70.57000000000001,0.193,960,1.422,157.4,0.9,16.3489,12.6512
16,1998-01-01 16:30:00,85286,76784,1998,1,1,16,20,38,620,146,0,5,38,620,0,146,42.33,79.98,0.193,960,1.355,153.8,0.7000000000000001,6.9614,5.3051
17,1998-01-01 17:30:00,85286,76784,1998,1,1,17,18,0,0,0,0,3,0,0,0,0,39.24,90.64,0.193,960,1.298,143,0.7000000000000001,0.0000,0.0000
18,1998-01-01 18:30:00,85286,76784,1998,1,1,18,16,0,0,0,0,2,0,0,0,0,40.15,102.14,0.193,960,1.266,116.2,0.9,0.0000,0.0000
19,1998-01-01 19:30:00,85286,76784,1998,1,1,19,15,0,0,0,0,2,0,0,0,0,45.57,114.18,0.193,960,1.272,97,1.2000000000000002,0.0000,0.0000
20,1998-01-01 20:30:00,85286,76784,1998,1,1,20,13,0,0,0,0,2,0,0,0,0,51.81,126.55,0.193,960,1.31,89.30000000000001,1.4000000000000001,0.0000,0.0000
21,1998-01-01 21:30:00,85286,76784,1998,1,1,21,11,0,0,0,0,2,0,0,0,0,54.99,139.07,0.193,960,1.359,87.7,1.4000000000000001,0.0000,0.0000
22,1998-01-01 22:30:00,85286,76784,1998,1,1,22,11,0,0,0,0,2,0,0,0,0,58.480000000000004,151.47,0.193,960,1.405,90.30000000000001,1.6,0.0000,0.0000
23,1998-01-01 23:30:00,85286,76784,1998,1,1,23,10,0,0,0,0,2,0,0,0,0,57.83,163.02,0.193,960,1.448,92.30000000000001,1.8,0.0000,0.0000
24,1998-01-02 00:30:00,85286,76784,1998,1,2,0,10,0,0,0,0,1,0,0,0,0,60.980000000000004,169.63,0.193,960,1.494,91.2,1.9000000000000001,0.0000,0.0000
25,1998-01-02 01:30:00,85286,76784,1998,1,2,1,10,0,0,0,7,1,0,0,0,0,60.11,163.43,0.193,960,1.538,88.10000000000001,2,0.0000,0.0000
26,1998-01-02 02:30:00,85286,76784,1998,1,2,2,10,0,0,0,4,1,0,0,0,0,59.21,151.95000000000002,0.193,960,1.571,86.60000000000001,2,0.0000,0.0000
27,1998-01-02 03:30:00,85286,76784,1998,1,2,3,10,0,0,0,4,1,0,0,0,0,58.730000000000004,139.56,0.193,960,1.581,90.5,2,0.0000,0.0000
28,1998-01-02 04:30:00,85286,76784,1998,1,2,4,10,0,0,0,4,1,0,0,0,0,58.58,127.03,0.193,960,1.563,97.4,2.1,0.0000,0.0000
29,1998-01-02 05:30:00,85286,76784,1998,1,2,5,9,0,0,0,4,1,0,0,0,0,57.94,114.65,0.193,960,1.526,102.7,2.2,0.0000,0.0000
30,1998-01-02 06:30:00,85286,76784,1998,1,2,6,9,0,0,0,4,1,0,0,0,0,61.42,102.59,0.193,960,1.487,106.9,2.2,0.0000,0.0000
31,1998-01-02 07:30:00,85286,76784,1998,1,2,7,10,0,0,0,4,1,0,0,0,0,57.5,91.06,0.193,960,1.458,110.9,2.1,0.0000,0.0000
32,1998-01-02 08:30:00,85286,76784,1998,1,2,8,13,39,590,138,8,1,61,32,0,66,50.230000000000004,80.35000000000001,0.193,960,1.446,119.4,2.3000000000000003,0.0000,0.0000
33,1998-01-02 09:30:00,85286,76784,1998,1,2,9,16,58,780,314,4,1,50,0,0,50,41.07,70.86,0.193,960,1.458,122.10000000000001,2.4000000000000004,2.5398,1.9646
34,1998-01-02 10:30:00,85286,76784,1998,1,2,10,19,70,861,458,4,2,174,381,0,346,35.58,63.18,0.193,960,1.49,170,2.3000000000000003,18.6953,14.5723
35,1998-01-02 11:30:00,85286,76784,1998,1,2,11,21,77,896,551,8,3,244,213,4,357,33.38,58.04,0.193,960,1.5270000000000001,204.3,2.6,19.8991,15.5578
36,1998-01-02 12:30:00,85286,76784,1998,1,2,12,22,81,903,584,2,4,218,437,4,462,33.12,56.160000000000004,0.193,960,1.57,207,2.9000000000000004,26.0005,20.3454
37,1998-01-02 13:30:00,85286,76784,1998,1,2,13,23,82,881,551,3,4,237,275,0,384,32.65,57.870000000000005,0.193,960,1.6360000000000001,211.4,3.1,21.4234,16.7509
38,1998-01-02 14:30:00,85286,76784,1998,1,2,14,22,79,828,457,1,5,79,828,0,457,34.19,62.86,0.193,960,1.718,218.60000000000002,3,24.7464,19.2933
39,1998-01-02 15:30:00,85286,76784,1998,1,2,15,21,68,727,312,0,6,68,727,0,312,40.81,70.43,0.193,960,1.799,223.20000000000002,2.1,15.9107,12.3144
40,1998-01-02 16:30:00,85286,76784,1998,1,2,16,18,48,515,139,0,9,48,515,0,139,59.35,79.84,0.193,960,1.8760000000000001,228.60000000000002,1.3,6.6263,5.0505
41,1998-01-02 17:30:00,85286,76784,1998,1,2,17,15,0,0,0,0,8,0,0,0,0,69.92,90.5,0.193,960,1.938,234.70000000000002,1.3,0.0000,0.0000
42,1998-01-02 18:30:00,85286,76784,1998,1,2,18,14,0,0,0,0,8,0,0,0,0,75.24,102,0.193,960,1.968,232.4,1.3,0.0000,0.0000
43,1998-01-02 19:30:00,85286,76784,1998,1,2,19,13,0,0,0,0,9,0,0,0,0,83.92,114.04,0.193,960,1.979,223.5,1.3,0.0000,0.0000
44,1998-01-02 20:30:00,85286,76784,1998,1,2,20,12,0,0,0,0,10,0,0,0,0,93.57000000000001,126.41,0.193,960,1.997,213.70000000000002,1.3,0.0000,0.0000
45,1998-01-02 21:30:00,85286,76784,1998,1,2,21,12,0,0,0,0,10,0,0,0,0,97.17,138.93,0.193,960,2.025,206.60000000000002,1.3,0.0000,0.0000
46,1998-01-02 22:30:00,85286,76784,1998,1,2,22,12,0,0,0,0,11,0,0,0,0,100,151.33,0.193,960,2.041,202.20000000000002,1.4000000000000001,0.0000,0.0000
47,1998-01-02 23:30:00,85286,76784,1998,1,2,23,12,0,0,0,0,11,0,0,0,0,100,162.88,0.193,960,2.027,198.5,1.7000000000000002,0.0000,0.0000
48,1998-01-03 00:30:00,85286,76784,1998,1,3,0,12,0,0,0,0,11,0,0,0,0,100,169.53,0.193,960,1.988,199,1.8,0.0000,0.0000
49,1998-01-03 01:30:00,85286,76784,1998,1,3,1,12,0,0,0,0,11,0,0,0,0,100,163.44,0.193,960,1.943,197.70000000000002,1.6,0.0000,0.0000
50,1998-01-03 02:30:00,85286,76784,1998,1,3,2,11,0,0,0,4,9,0,0,0,0,100,152,0.193,960,1.905,197.5,1.2000000000000002,0.0000,0.0000
51,1998-01-03 03:30:00,85286,76784,1998,1,3,3,11,0,0,0,4,9,0,0,0,0,100,139.61,0.193,960,1.874,197.3,1.1,0.0000,0.0000
52,1998-01-03 04:30:00,85286,76784,1998,1,3,4,11,0,0,0,4,9,0,0,0,0,100,127.09,0.193,960,1.842,195.20000000000002,1.1,0.0000,0.0000
53,1998-01-03 05:30:00,85286,76784,1998,1,3,5,10,0,0,0,4,9,0,0,0,0,100,114.7,0.193,960,1.805,189.5,1,0.0000,0.0000
54,1998-01-03 06:30:00,85286,76784,1998,1,3,6,10,0,0,0,7,9,0,0,0,0,100,102.63,0.193,960,1.77,184.70000000000002,1,0.0000,0.0000
55,1998-01-03 07:30:00,85286,76784,1998,1,3,7,11,0,0,0,1,9,0,0,0,0,100,91.09,0.193,960,1.74,181,1.5,0.0000,0.0000
56,1998-01-03 08:30:00,85286,76784,1998,1,3,8,13,39,578,136,4,11,62,76,0,75,96.97,80.36,0.193,960,1.702,175.8,2.4000000000000004,0.0000,0.0000
57,1998-01-03 09:30:00,85286,76784,1998,1,3,9,15,54,788,313,0,11,54,788,0,313,85.60000000000001,70.85000000000001,0.193,960,1.6640000000000001,183.9,3,15.9008,12.2999
58,1998-01-03 10:30:00,85286,76784,1998,1,3,10,16,60,885,459,1,10,60,885,0,459,69.7,63.15,0.193,960,1.6440000000000001,192.70000000000002,3.3000000000000003,24.8061,19.3358
59,1998-01-03 11:30:00,85286,76784,1998,1,3,11,17,63,925,554,8,9,231,307,0,394,59.92,57.980000000000004,0.193,960,1.633,190.5,3.1,21.9685,17.1762
60,1998-01-03 12:30:00,85286,76784,1998,1,3,12,18,64,939,588,8,8,233,375,0,443,57.870000000000005,56.07,0.193,960,1.623,186.9,2.8000000000000003,24.9422,19.5180
61,1998-01-03 13:30:00,85286,76784,1998,1,3,13,19,63,929,559,0,8,63,929,0,559,52.82,57.75,0.193,960,1.624,185,2.4000000000000004,31.2065,24.4017
62,1998-01-03 14:30:00,85286,76784,1998,1,3,14,18,60,888,467,0,7,60,888,0,467,54.46,62.72,0.193,960,1.6340000000000001,191.60000000000002,2.2,25.3116,19.7358
63,1998-01-03 15:30:00,85286,76784,1998,1,3,15,17,53,804,324,2,7,53,804,4,324,56.74,70.29,0.193,960,1.6500000000000001,205.5,1.6,16.5436,12.8065
64,1998-01-03 16:30:00,85286,76784,1998,1,3,16,16,38,620,149,3,8,64,11,0,66,64.7,79.7,0.193,960,1.666,222,0.9,3.1459,2.3982
65,1998-01-03 17:30:00,85286,76784,1998,1,3,17,14,0,0,0,1,8,0,0,0,0,70.35000000000001,90.36,0.193,960,1.678,258.5,0.7000000000000001,0.0000,0.0000
66,1998-01-03 18:30:00,85286,76784,1998,1,3,18,14,0,0,0,0,8,0,0,0,0,72.94,101.86,0.193,960,1.682,282.8,0.7000000000000001,0.0000,0.0000
67,1998-01-03 19:30:00,85286,76784,1998,1,3,19,13,0,0,0,3,7,0,0,0,0,71.62,113.9,0.193,960,1.679,295.90000000000003,0.6000000000000001,0.0000,0.0000
68,1998-01-03 20:30:00,85286,76784,1998,1,3,20,13,0,0,0,4,7,0,0,0,0,75.57000000000001,126.27,0.193,960,1.6640000000000001,295.3,0.5,0.0000,0.0000
69,1998-01-03 21:30:00,85286,76784,1998,1,3,21,12,0,0,0,0,7,0,0,0,0,75.41,138.79,0.193,960,1.6380000000000001,268.5,0.6000000000000001,0.0000,0.0000
70,1998-01-03 22:30:00,85286,76784,1998,1,3,22,11,0,0,0,0,7,0,0,0,0,80.43,151.19,0.193,960,1.615,242.9,0.8,0.0000,0.0000
71,1998-01-03 23:30:00,85286,76784,1998,1,3,23,10,0,0,0,0,7,0,0,0,0,86.55,162.73,0.193,960,1.605,238.20000000000002,1,0.0000,0.0000
72,1998-01-04 00:30:00,85286,76784,1998,1,4,0,9,0,0,0,0,8,0,0,0,0,93.73,169.43,0.193,960,1.606,238,1.1,0.0000,0.0000
73,1998-01-04 01:30:00,85286,76784,1998,1,4,1,9,0,0,0,1,8,0,0,0,0,100,163.45000000000002,0.193,960,1.605,237,1,0.0000,0.0000
74,1998-01-04 02:30:00,85286,76784,1998,1,4,2,9,0,0,0,1,8,0,0,0,0,100,152.04,0.193,960,1.594,233.60000000000002,0.9,0.0000,0.0000
