,date_time,zipcode,location_id,Year,Month,Day,Hour,Temperature,Clearsky_DHI,Clearsky_DNI,Clearsky_GHI,Cloud_Type,Dew_Point,DHI,DNI,Fill_Flag,GHI,Relative_Humidity,Solar_Zenith_Angle,Surface_Albedo,Pressure,Precipitable_Water,Wind_Direction,Wind_Speed,Global_Horizontal_UV_Irradiance_(280-400nm),Global_Horizontal_UV_Irradiance_(295-385nm)
0,2004-01-01 00:30:00,85286,76784,2004,1,1,0,9,0,0,0,4,5,0,0,0,0,85.60000000000001,169.75,0.188,970,1.847,158.70000000000002,0.7000000000000001,0.0000,0.0000
1,2004-01-01 01:30:00,85286,76784,2004,1,1,1,8,0,0,0,4,6,0,0,0,0,87.94,163.39000000000001,0.188,970,1.823,135.20000000000002,0.8,0.0000,0.0000
2,2004-01-01 02:30:00,85286,76784,2004,1,1,2,8,0,0,0,1,6,0,0,0,0,96.67,151.87,0.188,970,1.788,125.4,0.8,0.0000,0.0000
3,2004-01-01 03:30:00,85286,76784,2004,1,1,3,8,0,0,0,1,6,0,0,1,0,99.3,139.46,0.188,970,1.752,123.2,0.8,0.0000,0.0000
4,2004-01-01 04:30:00,85286,76784,2004,1,1,4,8,0,0,0,0,7,0,0,0,0,100,126.94,0.188,970,1.72,119.2,0.8,0.0000,0.0000
5,2004-01-01 05:30:00,85286,76784,2004,1,1,5,7,0,0,0,1,6,0,0,0,0,100,114.56,0.188,970,1.694,119,0.8,0.0000,0.0000
6,2004-01-01 06:30:00,85286,76784,2004,1,1,6,7,0,0,0,1,6,0,0,0,0,100,102.51,0.188,970,1.678,122.5,0.9,0.0000,0.0000
7,2004-01-01 07:30:00,85286,76784,2004,1,1,7,8,0,0,0,1,7,0,0,0,0,100,91,0.188,970,1.681,125.7,1.4000000000000001,0.0000,0.0000
8,2004-01-01 08:30:00,85286,76784,2004,1,1,8,10,43,543,135,4,7,45,0,0,45,93.2,80.32000000000001,0.188,970,1.696,124.80000000000001,2,0.0000,0.0000
9,2004-01-01 09:30:00,85286,76784,2004,1,1,9,12,61,760,310,4,8,79,0,0,79,84.04,70.86,0.188,970,1.706,127.60000000000001,2.4000000000000004,4.0129,3.1041
10,2004-01-01 10:30:00,85286,76784,2004,1,1,10,14,66,864,456,3,8,179,31,0,193,74.46000000000001,63.22,0.188,970,1.715,147.6,2.6,10.4255,8.1260
11,2004-01-01 11:30:00,85286,76784,2004,1,1,11,16,63,922,550,4,7,245,142,0,320,62.75,58.120000000000005,0.188,970,1.738,165.8,2.5,17.8291,13.9388
12,2004-01-01 12:30:00,85286,76784,2004,1,1,12,17,63,935,582,4,7,260,172,0,356,56.370000000000005,56.29,0.188,970,1.762,185.10000000000002,2.2,20.0222,15.6666
13,2004-01-01 13:30:00,85286,76784,2004,1,1,13,17,61,925,551,3,6,232,295,0,388,54.69,58.03,0.188,970,1.7590000000000001,201.8,2,21.6282,16.9097
14,2004-01-01 14:30:00,85286,76784,2004,1,1,14,17,63,877,460,2,6,179,360,1,342,49.83,63.04,0.188,970,1.729,202.9,1.9000000000000001,18.4967,14.4189
15,2004-01-01 15:30:00,85286,76784,2004,1,1,15,16,53,798,318,2,6,53,798,4,318,51.53,70.63,0.188,970,1.697,204.20000000000002,1.4000000000000001,16.1873,12.5252
16,2004-01-01 16:30:00,85286,76784,2004,1,1,16,15,38,614,144,1,6,38,614,0,144,61,80.05,0.188,970,1.688,199.60000000000002,0.6000000000000001,0.0000,0.0000
17,2004-01-01 17:30:00,85286,76784,2004,1,1,17,14,0,0,0,3,5,0,0,0,0,61.67,90.71000000000001,0.188,970,1.709,178.70000000000002,0.30000000000000004,0.0000,0.0000
18,2004-01-01 18:30:00,85286,76784,2004,1,1,18,13,0,0,0,0,5,0,0,0,0,64.01,102.2,0.188,970,1.73,78.10000000000001,0.4,0.0000,0.0000
