,date_time,zipcode,location_id,Year,Month,Day,Hour,Temperature,Clearsky_DHI,Clearsky_DNI,Clearsky_GHI,Cloud_Type,Dew_Point,DHI,DNI,Fill_Flag,GHI,Relative_Humidity,Solar_Zenith_Angle,Surface_Albedo,Pressure,Precipitable_Water,Wind_Direction,Wind_Speed,Global_Horizontal_UV_Irradiance_(280-400nm),Global_Horizontal_UV_Irradiance_(295-385nm)
0,2002-01-01 00:30:00,85286,76784,2002,1,1,0,6,0,0,0,0,4,0,0,0,0,87.65,169.71,0.194,960,1.284,65.8,1.6,0.0000,0.0000
1,2002-01-01 01:30:00,85286,76784,2002,1,1,1,6,0,0,0,0,3,0,0,0,0,91.38,163.4,0.194,960,1.247,67.10000000000001,1.8,0.0000,0.0000
2,2002-01-01 02:30:00,85286,76784,2002,1,1,2,5,0,0,0,0,3,0,0,0,0,94.57000000000001,151.9,0.194,960,1.242,64.5,1.9000000000000001,0.0000,0.0000
3,2002-01-01 03:30:00,85286,76784,2002,1,1,3,5,0,0,0,0,2,0,0,0,0,90.83,139.5,0.194,960,1.26,60.400000000000006,1.9000000000000001,0.0000,0.0000
4,2002-01-01 04:30:00,85286,76784,2002,1,1,4,5,0,0,0,1,2,0,0,0,0,87.61,126.97,0.194,960,1.2690000000000001,56.7,1.9000000000000001,0.0000,0.0000
5,2002-01-01 05:30:00,85286,76784,2002,1,1,5,4,0,0,0,0,1,0,0,0,0,91.07000000000001,114.59,0.194,960,1.2610000000000001,60.400000000000006,1.8,0.0000,0.0000
6,2002-01-01 06:30:00,85286,76784,2002,1,1,6,4,0,0,0,0,1,0,0,0,0,88.56,102.54,0.194,970,1.247,66.60000000000001,1.8,0.0000,0.0000
7,2002-01-01 07:30:00,85286,76784,2002,1,1,7,5,0,0,0,0,0,0,0,0,0,80.65,91.02,0.194,970,1.236,71.5,2.4000000000000004,0.0000,0.0000
8,2002-01-01 08:30:00,85286,76784,2002,1,1,8,8,43,572,139,7,0,38,567,0,133,65.13,80.33,0.194,970,1.233,73.10000000000001,2.9000000000000004,0.0000,0.0000
9,2002-01-01 09:30:00,85286,76784,2002,1,1,9,12,62,778,317,0,0,62,778,0,317,49.79,70.86,0.194,970,1.234,71.3,2.4000000000000004,16.1026,12.4558
10,2002-01-01 10:30:00,85286,76784,2002,1,1,10,15,71,870,464,0,0,71,870,0,464,39.82,63.21,0.194,970,1.231,89.5,1.2000000000000002,25.0660,19.5376
11,2002-01-01 11:30:00,85286,76784,2002,1,1,11,17,76,913,559,0,0,76,913,0,559,35.06,58.1,0.194,960,1.22,115.2,0.30000000000000004,31.1485,24.3522
12,2002-01-01 12:30:00,85286,76784,2002,1,1,12,18,77,929,593,0,0,77,929,0,593,31.98,56.25,0.194,960,1.209,255.60000000000002,0.4,33.3582,26.1019
13,2002-01-01 13:30:00,85286,76784,2002,1,1,13,18,74,920,562,0,0,74,920,0,562,29.04,57.980000000000004,0.194,960,1.199,261.3,0.9,31.3357,24.5000
14,2002-01-01 14:30:00,85286,76784,2002,1,1,14,18,66,890,471,0,0,66,890,0,471,30.13,62.980000000000004,0.194,960,1.191,261.8,1.3,25.4839,19.8666
15,2002-01-01 15:30:00,85286,76784,2002,1,1,15,17,57,807,326,7,0,106,451,0,256,31.650000000000002,70.57000000000001,0.194,960,1.191,259.1,1.2000000000000002,13.0384,10.0895
16,2002-01-01 16:30:00,85286,76784,2002,1,1,16,14,40,618,148,7,2,53,365,0,117,49.84,79.98,0.194,960,1.199,244.20000000000002,1,5.5787,4.2514
17,2002-01-01 17:30:00,85286,76784,2002,1,1,17,12,0,0,0,0,1,0,0,0,0,51.69,90.64,0.194,960,1.218,238.60000000000002,1.1,0.0000,0.0000
18,2002-01-01 18:30:00,85286,76784,2002,1,1,18,11,0,0,0,0,0,0,0,0,0,48.93,102.14,0.194,960,1.25,248.10000000000002,0.9,0.0000,0.0000
19,2002-01-01 19:30:00,85286,76784,2002,1,1,19,10,0,0,0,7,0,0,0,0,0,50.39,114.17,0.194,970,1.29,300.6,0.9,0.0000,0.0000
20,2002-01-01 20:30:00,85286,76784,2002,1,1,20,9,0,0,0,1,0,0,0,0,0,56.76,126.55,0.194,970,1.331,18.400000000000002,1.2000000000000002,0.0000,0.0000
21,2002-01-01 21:30:00,85286,76784,2002,1,1,21,7,0,0,0,0,0,0,0,0,0,63.84,139.06,0.194,970,1.363,37,1.6,0.0000,0.0000
22,2002-01-01 22:30:00,85286,76784,2002,1,1,22,7,0,0,0,0,0,0,0,0,0,62.57,151.47,0.194,970,1.385,46.900000000000006,2.1,0.0000,0.0000
23,2002-01-01 23:30:00,85286,76784,2002,1,1,23,6,0,0,0,7,0,0,0,0,0,65.41,163.02,0.194,970,1.3960000000000001,51.2,2.9000000000000004,0.0000,0.0000
24,2002-01-02 00:30:00,85286,76784,2002,1,2,0,6,0,0,0,6,-1,0,0,0,0,64.31,169.62,0.194,970,1.3940000000000001,52.7,3.5,0.0000,0.0000
25,2002-01-02 01:30:00,85286,76784,2002,1,2,1,5,0,0,0,7,-1,0,0,0,0,63.56,163.43,0.194,970,1.375,54.900000000000006,3.6,0.0000,0.0000
26,2002-01-02 02:30:00,85286,76784,2002,1,2,2,5,0,0,0,6,-1,0,0,1,0,67.51,151.95000000000002,0.194,970,1.351,56.900000000000006,3.3000000000000003,0.0000,0.0000
27,2002-01-02 03:30:00,85286,76784,2002,1,2,3,5,0,0,0,7,-1,0,0,0,0,67.16,139.56,0.194,970,1.334,59.6,3,0.0000,0.0000
28,2002-01-02 04:30:00,85286,76784,2002,1,2,4,5,0,0,0,7,-1,0,0,0,0,67.22,127.03,0.194,970,1.321,60.2,2.9000000000000004,0.0000,0.0000
29,2002-01-02 05:30:00,85286,76784,2002,1,2,5,5,0,0,0,7,-1,0,0,0,0,67.51,114.65,0.194,970,1.307,62.5,3,0.0000,0.0000
30,2002-01-02 06:30:00,85286,76784,2002,1,2,6,6,0,0,0,4,-1,0,0,0,0,63.03,102.59,0.194,970,1.294,64.60000000000001,3.4000000000000004,0.0000,0.0000
31,2002-01-02 07:30:00,85286,76784,2002,1,2,7,6,0,0,0,7,-1,0,0,0,0,58.46,91.06,0.194,970,1.283,66,3.8000000000000003,0.0000,0.0000
32,2002-01-02 08:30:00,85286,76784,2002,1,2,8,8,44,562,138,8,-1,58,234,0,98,53.96,80.35000000000001,0.194,970,1.2750000000000001,70,4.1000000000000005,0.0000,0.0000
33,2002-01-02 09:30:00,85286,76784,2002,1,2,9,10,65,764,315,7,-1,100,481,0,257,46.980000000000004,70.86,0.194,970,1.2670000000000001,74.9,4.3,13.0548,10.0982
