GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
54006	70419846	3394872	27.189	1.311	45.590505	-92.646687
54007	122193177	1065172	47.179	0.411	45.190329	-92.35294
54009	83499428	5779685	32.239	2.232	45.352521	-92.577819
54010	35434	0	0.014	0.	44.734316	-92.465629
54011	266468191	545178	102.884	0.21	44.718292	-92.464706
54013	262841544	970579	101.484	0.375	45.08295	-92.228166
54014	112213730	9510073	43.326	3.672	44.646867	-92.567508
54015	97917410	94449	37.806	0.036	44.970815	-92.453163
54016	176615535	15291663	68.192	5.904	44.981214	-92.694785
54017	358374022	6842801	138.369	2.642	45.120019	-92.51979
54020	196717680	6343961	75.953	2.449	45.274846	-92.641761
54021	115340992	5304253	44.533	2.048	44.734183	-92.706307
54022	363553761	4287393	140.369	1.655	44.847472	-92.606877
54023	106914583	782005	41.28	0.302	44.981772	-92.554736
54024	218346029	7616758	84.304	2.941	45.5017	-92.640733
54025	125864727	4082628	48.597	1.576	45.143751	-92.680358
54026	71835719	5347326	27.736	2.065	45.227579	-92.53474
54027	77427270	3302	29.895	0.001	44.919366	-92.192828
54028	107224424	144792	41.4	0.056	44.954968	-92.283413
54082	35011338	1704174	13.518	0.658	45.069563	-92.7511
54101	137230283	90617	52.985	0.035	44.785785	-88.075082
54102	254503627	4768202	98.264	1.841	45.501305	-87.976929
54103	193449891	2060768	74.691	0.796	45.63688	-88.516296
54104	527022669	5905142	203.485	2.28	45.44842	-88.283213
54106	237298589	602093	91.622	0.232	44.485462	-88.456588
54107	190810668	909787	73.672	0.351	44.700663	-88.456942
54110	167338344	1751938	64.61	0.676	44.187689	-88.075127
54111	136560935	5155112	52.726	1.99	44.812102	-88.380018
54112	162608826	1382629	62.784	0.534	45.054691	-88.05484
54113	4455692	505353	1.72	0.195	44.261995	-88.309534
54114	635796176	25280192	245.482	9.761	45.245414	-88.108864
54115	324921101	6018591	125.453	2.324	44.397967	-88.09639
54119	242942827	2452137	93.801	0.947	45.607459	-88.159732
54120	253053917	2562569	97.705	0.989	45.803454	-88.569329
54121	677017204	15005929	261.398	5.794	45.865638	-88.326971
54123	1248375	2890	0.482	0.001	44.210985	-88.142645
54124	243894422	6278162	94.168	2.424	44.908023	-88.345233
54125	192025755	2838975	74.142	1.096	45.579138	-88.401622
54126	196883214	335323	76.017	0.129	44.291905	-88.050723
54127	218662	0	0.084	0.	44.796395	-88.269602
54128	134191447	2677774	51.812	1.034	44.878776	-88.81109
54129	187551068	720433	72.414	0.278	44.13158	-88.194198
54130	206521708	2910633	79.738	1.124	44.311017	-88.244079
54135	208327445	8977596	80.436	3.466	44.927379	-88.607936
54136	5394102	286488	2.083	0.111	44.268219	-88.338535
54137	67760384	0	26.162	0.	44.756813	-88.255012
54138	188925855	3841945	72.945	1.483	45.333606	-88.409689
54139	248105390	940545	95.794	0.363	44.956844	-88.075505
54140	8316989	376933	3.211	0.146	44.288433	-88.310552
54141	66308803	13850464	25.602	5.348	44.728584	-87.998318
54143	175582728	15890037	67.793	6.135	45.076169	-87.698833
54149	324536126	6178730	125.304	2.386	45.196531	-88.462445
54150	44368470	1078596	17.131	0.416	44.997641	-88.853758
54151	312426729	5527284	120.629	2.134	45.725441	-87.988217
54153	261708085	14696936	101.046	5.675	44.898069	-87.91574
54154	215819322	2439273	83.328	0.942	44.87369	-88.182068
54155	89004811	150787	34.365	0.058	44.527495	-88.200548
54156	353164622	4892972	136.358	1.889	45.628708	-88.024459
54157	229890789	7248035	88.761	2.798	45.040575	-87.821437
54159	163008246	928235	62.938	0.358	45.193355	-87.838849
54160	1158752	35842	0.447	0.014	44.118481	-88.101704
54161	322305231	10246371	124.443	3.956	45.122213	-88.162416
54162	295382965	247646	114.048	0.096	44.66254	-88.270904
54165	241925543	118990	93.408	0.046	44.516625	-88.322021
54166	366034379	27973256	141.327	10.801	44.778797	-88.634549
54169	8845289	149177	3.415	0.058	44.176686	-88.280739
54170	296103433	6851212	114.326	2.645	44.536096	-88.57693
54171	60040252	14378	23.182	0.006	44.715231	-88.096472
54173	36464036	617762	14.079	0.239	44.639281	-88.030636
54174	494720818	6901192	191.013	2.665	45.036912	-88.424393
54175	140500563	10970683	54.248	4.236	45.314602	-88.618326
54177	445748436	14329319	172.104	5.533	45.396619	-87.893793
54180	10620797	645093	4.101	0.249	44.325734	-88.17578
54201	193899494	5360762	74.865	2.07	44.624327	-87.495679
54202	107477457	5645398	41.497	2.18	45.087307	-87.140061
54204	123315315	40417	47.612	0.016	44.755474	-87.605318
54205	106817652	17898	41.243	0.007	44.596202	-87.632423
54207	2561063	1212	0.989	0.	44.087627	-87.989005
54208	265103641	2569524	102.357	0.992	44.363565	-87.799595
54209	102008191	2191584	39.386	0.846	45.017946	-87.270394
54210	69091037	8675949	26.676	3.35	45.246247	-87.035915
54211	9187619	966	3.547	0.	45.160359	-87.166369
54212	85260349	2251049	32.919	0.869	45.109775	-87.209029
54213	94926581	594891	36.651	0.23	44.695162	-87.528228
54214	739429	0	0.285	0.	44.197536	-87.713023
54216	280593909	14645388	108.338	5.655	44.438598	-87.569911
54217	292277773	3020557	112.849	1.166	44.551965	-87.720272
54220	255699277	13500717	98.726	5.213	44.101805	-87.722805
54227	81077746	603440	31.304	0.233	44.280771	-87.810797
54228	104126199	616328	40.203	0.238	44.278161	-87.650284
54229	106267782	29435	41.03	0.011	44.560061	-87.815517
54230	284381008	2685345	109.8	1.037	44.159839	-87.91504
54232	1926807	55887	0.744	0.022	44.007345	-87.924787
54234	62262154	18873	24.04	0.007	45.181963	-87.10151
54235	497663528	36386804	192.149	14.049	44.840887	-87.372793
54241	172002735	14750931	66.411	5.695	44.215871	-87.594706
54245	105058713	1418622	40.563	0.548	44.030924	-87.898061
54246	65998150	270409	25.482	0.104	45.373209	-86.899374
54247	88055054	513973	33.998	0.198	44.199973	-87.790095
54301	16831163	1906838	6.499	0.736	44.480778	-88.016063
54302	24801593	585696	9.576	0.226	44.507653	-87.976828
54303	28232416	607210	10.901	0.234	44.538066	-88.048764
54304	30441016	1701696	11.753	0.657	44.49279	-88.067301
54307	210104	0	0.081	0.	44.470428	-88.036639
54311	166017059	729520	64.1	0.282	44.480319	-87.892082
54313	155453688	2454513	60.021	0.948	44.583773	-88.115037
54401	215366551	4870032	83.153	1.88	44.963303	-89.704051
54403	347053004	2699410	133.998	1.042	45.018505	-89.525117
54405	77463111	13537	29.909	0.005	44.96753	-90.282268
54406	173720971	1438916	67.074	0.556	44.412217	-89.30493
54407	121801619	2925939	47.028	1.13	44.532194	-89.281769
54408	115566693	125600	44.621	0.048	45.025581	-89.323997
54409	549135127	3082754	212.022	1.19	45.122181	-89.170872
54410	171918915	40534	66.378	0.016	44.542291	-90.030599
54411	492549529	38895	190.174	0.015	45.06256	-90.033418
54412	187343362	6097490	72.334	2.354	44.663265	-89.974225
54413	81232588	902276	31.364	0.348	44.27324	-90.130098
54414	333776432	1267416	128.872	0.489	44.959673	-89.176857
54416	214990863	426562	83.008	0.165	44.884118	-88.94842
54417	807742	184908	0.312	0.071	45.026152	-89.655293
54418	302438245	2330430	116.772	0.9	45.220561	-88.940222
54420	99685904	365718	38.489	0.141	44.610077	-90.350683
54421	183459809	269018	70.834	0.104	44.895191	-90.288689
54422	100423908	221493	38.774	0.086	44.985893	-90.457501
54423	138100781	1696001	53.321	0.655	44.585282	-89.421676
54424	425286810	10775634	164.204	4.16	45.286662	-89.192334
54425	114182543	320126	44.086	0.124	45.006782	-90.341083
54426	280673686	490777	108.369	0.189	44.907469	-90.00979
54427	116268775	596349	44.892	0.23	44.817219	-89.258344
54428	169095495	10783737	65.288	4.164	45.421166	-89.135714
54430	12610029	307950	4.869	0.119	45.147626	-88.873267
54433	415634940	11370086	160.478	4.39	45.198773	-90.802978
54435	567961398	8886727	219.291	3.431	45.360468	-89.438197
54436	276403024	1008556	106.72	0.389	44.534563	-90.427162
54437	308227889	2716617	119.007	1.049	44.777208	-90.629136
54440	219197930	2920226	84.633	1.128	44.81122	-89.383375
54441	2406646	0	0.929	0.	44.642501	-90.104814
54442	192625531	2604104	74.373	1.005	45.358854	-89.65898
54443	234940131	9263882	90.711	3.577	44.608922	-89.751725
54446	198010519	425366	76.452	0.164	44.747785	-90.466411
54447	80498377	144923	31.081	0.056	45.085987	-90.747259
54448	230290671	141035	88.916	0.054	44.933287	-89.830213
54449	441520348	806006	170.472	0.311	44.638423	-90.208363
54450	4322594	0	1.669	0.	45.00432	-89.040656
54451	899479483	4700684	347.291	1.815	45.19739	-90.407651
54452	1145574921	15800553	442.309	6.101	45.217729	-89.793643
54454	117950320	1056418	45.541	0.408	44.606715	-89.882882
54455	596383118	50285102	230.265	19.415	44.766821	-89.684474
54456	574895144	6147352	221.968	2.374	44.544396	-90.632781
54457	350975311	41539199	135.512	16.038	44.217539	-89.888139
54458	1733612	31925	0.669	0.012	44.497118	-89.306142
54459	358698098	3009941	138.494	1.162	45.412588	-90.237432
54460	220658881	2596831	85.197	1.003	44.938714	-90.543295
54462	105498177	5173380	40.733	1.997	45.392002	-89.007393
54463	207842019	17865709	80.248	6.898	45.498631	-89.224255
54465	72780677	10374717	28.101	4.006	45.383296	-88.891217
54466	785712687	15461152	303.365	5.97	44.379589	-90.306335
54467	178592760	2694711	68.955	1.04	44.413919	-89.538901
54469	6594426	973122	2.546	0.376	44.345149	-89.874087
54470	273692109	2889248	105.673	1.116	45.286613	-90.141512
54471	120022033	214879	46.341	0.083	44.930719	-89.424316
54473	222126872	3728711	85.764	1.44	44.650645	-89.352368
54474	11259278	592816	4.347	0.229	44.873714	-89.61975
54475	95412859	1769664	36.839	0.683	44.484609	-89.793126
54476	109602581	2681830	42.318	1.035	44.88996	-89.520725
54479	206612384	742772	79.773	0.287	44.750611	-90.331989
54480	90395225	15736	34.902	0.006	45.05431	-90.269289
54481	165197627	22335086	63.783	8.624	44.510664	-89.638254
54482	236865062	7247967	91.454	2.798	44.546865	-89.525597
54484	269667963	2651726	104.119	1.024	44.799709	-90.078626
54485	53245868	1523946	20.558	0.588	45.410997	-89.23117
54486	318505158	716581	122.976	0.277	44.718048	-89.045227
54487	777952160	61367355	300.369	23.694	45.514167	-89.775121
54488	103595019	171287	39.998	0.066	44.840396	-90.333122
54489	114092698	799548	44.051	0.309	44.460777	-90.003987
54490	291709521	4767839	112.63	1.841	45.343391	-90.392334
54491	462609068	9087428	178.614	3.509	45.227481	-88.749006
54493	281502348	3337508	108.689	1.289	44.69676	-90.81072
54494	345117013	11050058	133.25	4.266	44.340807	-89.735011
54495	278343346	15698327	107.469	6.061	44.378213	-89.96406
54498	314479301	1852254	121.421	0.715	45.035112	-90.629022
54499	292102764	1408065	112.782	0.544	44.789831	-89.176405
54501	946825516	66050734	365.571	25.502	45.657615	-89.349239
54511	720732353	10577775	278.276	4.084	45.737476	-88.823136
54512	198865513	48088422	76.782	18.567	46.091151	-89.659025
54513	244034945	199614	94.222	0.077	45.578372	-90.141255
54514	538714412	10342708	207.999	3.993	46.041777	-90.473291
54515	214646765	702142	82.876	0.271	45.512603	-90.491098
54517	201377709	11557340	77.752	4.462	46.145917	-90.930676
54519	207743597	22505409	80.21	8.689	46.050772	-89.262739
54520	370296735	28433835	142.972	10.978	45.547504	-88.89284
54521	588212532	81310781	227.11	31.394	45.936714	-89.291348
54524	236972092	4317291	91.495	1.667	45.832646	-90.347051
54525	1878548	58110	0.725	0.022	46.422926	-90.219854
54526	285948325	2944932	110.405	1.137	45.529271	-90.85718
54527	600203095	3466194	231.74	1.338	46.125898	-90.685679
54529	171412505	13343078	66.183	5.152	45.677711	-89.667165
54530	281794533	1669048	108.801	0.644	45.533993	-90.741634
54531	201154567	31781839	77.666	12.271	45.752823	-89.774652
54534	338522174	7594711	130.704	2.932	46.347714	-90.228091
54536	129422924	1085533	49.97	0.419	46.30573	-90.354573
54537	251078673	162494	96.942	0.063	45.528838	-90.603559
54538	289795619	64129236	111.891	24.76	45.970064	-89.911919
54539	126558608	39330288	48.865	15.186	45.81335	-89.56214
54540	214707233	45433304	82.899	17.542	46.154791	-89.372738
54541	347079056	7789751	134.008	3.008	45.556442	-88.619066
54542	688108240	11107048	265.68	4.288	45.920297	-88.71551
54545	112779953	24545574	43.545	9.477	46.139558	-89.841873
54546	558148174	6312554	215.502	2.437	46.299672	-90.694721
54547	563554743	49993260	217.59	19.303	46.21159	-90.10617
54548	229131668	53531047	88.468	20.668	45.866014	-89.831735
54550	61999908	10085953	23.938	3.894	46.361754	-90.276703
54552	901304837	66946112	347.996	25.848	45.939245	-90.31661
54554	224925740	29412576	86.844	11.356	46.053432	-89.049262
54555	821380587	22046652	317.137	8.512	45.705649	-90.404774
54556	230580452	1922768	89.028	0.742	45.535217	-90.298218
54557	239534959	56541655	92.485	21.831	46.211775	-89.747843
54558	110593696	20762281	42.7	8.016	45.925125	-89.499382
54559	354876444	4131511	137.019	1.595	46.495208	-90.49123
54560	90737921	13408049	35.034	5.177	46.036677	-89.552305
54561	43095502	5508926	16.639	2.127	46.097545	-89.513401
54562	374920291	60656012	144.758	23.419	45.802655	-89.079344
54563	107532916	1754728	41.519	0.678	45.460162	-90.970548
54564	456829129	8604674	176.383	3.322	45.604132	-89.961429
54565	266100769	1089346	102.742	0.421	46.284828	-90.465513
54566	337955621	7778103	130.485	3.003	45.420133	-88.601198
54568	197375759	34249335	76.207	13.224	45.965395	-89.638539
54601	190434226	3306425	73.527	1.277	43.806243	-91.140632
54603	23737625	1126515	9.165	0.435	43.856762	-91.241935
54610	331580831	21616486	128.024	8.346	44.365117	-91.831714
54611	140223697	0	54.141	0.	44.447712	-90.952174
54612	401274318	785179	154.933	0.303	44.249594	-91.501513
54613	189685517	55131647	73.238	21.286	44.075585	-89.923744
54614	211049704	3689	81.487	0.001	43.904941	-90.952842
54615	778419040	7970522	300.549	3.077	44.260458	-90.813298
54616	230738391	238892	89.089	0.092	44.300849	-91.223559
54618	257998021	3969130	99.614	1.532	43.963629	-90.285854
54619	266400505	34633	102.858	0.013	43.7575	-90.774231
54621	97772756	195894	37.75	0.076	43.656295	-91.080952
54622	151121736	22398254	58.348	8.648	44.273429	-91.773972
54623	135668597	16793	52.382	0.006	43.732988	-91.006259
54624	169588127	5964344	65.478	2.303	43.461506	-91.131141
54625	16336105	0	6.307	0.	44.133418	-91.525003
54626	173376874	3381360	66.941	1.306	43.219646	-91.054037
54627	211657196	1211270	81.721	0.468	44.171454	-91.226764
54628	193639354	103267	74.765	0.04	43.372994	-91.026177
54629	283517409	25571664	109.467	9.873	44.174054	-91.63934
54630	203855560	1753248	78.709	0.677	44.122713	-91.37289
54631	272941001	210469	105.383	0.081	43.285012	-90.830887
54632	121081545	4449574	46.75	1.718	43.56879	-91.146541
54634	385760630	294841	148.943	0.114	43.581696	-90.422386
54635	222470072	42637	85.896	0.016	44.402904	-91.045552
54636	214049856	2881700	82.645	1.113	44.003164	-91.223953
54637	935601	0	0.361	0.	43.878729	-90.270215
54638	143607704	18942	55.447	0.007	43.800046	-90.404193
54639	249668466	645056	96.398	0.249	43.601953	-90.637797
54641	9669170	1035059	3.733	0.4	44.270653	-90.330093
54642	244937324	1498098	94.571	0.578	44.152076	-91.044944
54643	237716	38178	0.092	0.015	44.18697	-90.63818
54644	162378207	1337347	62.695	0.516	44.036084	-91.063408
54645	1257948	0	0.486	0.	43.321145	-90.932642
54646	434972121	41939063	167.944	16.193	44.113798	-90.098059
54648	186930251	93750	72.174	0.036	43.829433	-90.652586
54650	80608280	629277	31.123	0.243	43.910343	-91.227022
54651	149715827	293716	57.806	0.113	43.723631	-90.573137
54652	93345360	210461	36.041	0.081	43.460478	-90.762275
54653	44684165	18901	17.253	0.007	43.816086	-90.901434
54654	1871898	2764	0.723	0.001	43.27047	-90.965386
54655	233425180	12855	90.126	0.005	43.371015	-90.759096
54656	647251438	1365713	249.905	0.527	43.990087	-90.80319
54657	70560768	64818	27.244	0.025	43.188044	-90.895886
54658	93949750	1635508	36.274	0.631	43.68213	-91.16809
54659	146572230	48213	56.592	0.019	44.299071	-91.114785
54660	395534700	6260346	152.717	2.417	43.982544	-90.494405
54661	134913448	18053119	52.09	6.97	44.057603	-91.467828
54664	203365544	516934	78.52	0.2	43.48833	-90.642904
54665	456544337	463077	176.273	0.179	43.531978	-90.928599
54666	591002787	27283574	228.187	10.534	44.170133	-90.449668
54667	225890309	517048	87.217	0.2	43.663803	-90.859989
54669	132517918	2438937	51.165	0.942	43.911169	-91.083945
54670	139862046	0	54.001	0.	43.837369	-90.485849
54701	222494444	2850966	85.906	1.101	44.751984	-91.514998
54703	205716989	9378120	79.428	3.621	44.834611	-91.520448
54720	12675521	1337647	4.894	0.516	44.804142	-91.435752
54721	164902987	3007790	63.669	1.161	44.633744	-92.082731
54722	373168957	5012146	144.081	1.935	44.711812	-91.096003
54723	79467778	16013736	30.683	6.183	44.610586	-92.419425
54724	412880497	5566573	159.414	2.149	45.105047	-91.48648
54725	258711878	1018322	99.889	0.393	45.073194	-91.990915
54726	213778299	839674	82.54	0.324	44.937235	-91.025904
54727	363145289	1112309	140.211	0.429	44.953953	-91.159107
54728	327441702	17584189	126.426	6.789	45.30795	-91.637762
54729	430841415	29812581	166.349	11.511	44.946356	-91.394524
54730	359960259	8702928	138.981	3.36	45.018518	-91.719608
54731	125718650	830916	48.54	0.321	45.349837	-91.090398
54732	285818174	8054392	110.355	3.11	45.14463	-91.170488
54733	118893561	117632	45.905	0.045	45.27866	-91.850182
54734	85431628	127583	32.985	0.049	45.098741	-92.125756
54736	327451422	9715787	126.43	3.751	44.598579	-91.906496
54737	55972236	2616847	21.611	1.01	44.71841	-91.981626
54738	258202678	246454	99.693	0.095	44.588292	-91.488813
54739	263981749	2701422	101.924	1.043	44.859783	-91.701162
54740	235529657	609423	90.939	0.235	44.751437	-92.166807
54741	248518059	223481	95.953	0.086	44.620339	-90.974606
54742	270387380	1438481	104.397	0.555	44.766439	-91.267023
54745	340892649	18609160	131.619	7.185	45.251132	-91.123401
54746	112932206	918628	43.603	0.355	44.553241	-90.880056
54747	292352805	397855	112.878	0.154	44.401401	-91.51211
54748	106357132	4728996	41.065	1.826	45.075083	-91.26302
54749	99809290	33334	38.537	0.013	44.948045	-92.107164
54750	164782228	10907512	63.623	4.211	44.613789	-92.294549
54751	588909692	13396029	227.379	5.172	44.85067	-91.931558
54754	221610201	3130080	85.564	1.209	44.427159	-90.753321
54755	704618618	5936279	272.055	2.292	44.575754	-91.681293
54756	185798589	10398725	71.737	4.015	44.468071	-91.939604
54757	406754310	20672083	157.049	7.982	45.237197	-91.522349
54758	412407777	284790	159.232	0.11	44.557919	-91.216522
54759	133689759	18675184	51.618	7.211	44.489082	-92.12926
54760	373550	0	0.144	0.	44.424038	-91.20637
54761	106059757	579351	40.95	0.224	44.623236	-92.1783
54762	128001430	180709	49.422	0.07	45.246163	-91.993101
54763	143549561	337774	55.425	0.13	45.179864	-91.881737
54765	29769	0	0.011	0.	45.169133	-91.68559
54766	341242337	369919	131.754	0.143	45.340738	-90.857989
54767	216898822	2060581	83.745	0.796	44.8238	-92.26803
54768	325610991	3462515	125.719	1.337	44.956919	-90.930188
54769	81531439	16887178	31.479	6.52	44.528229	-92.239712
54770	177275438	337546	68.446	0.13	44.548558	-91.371911
54771	401809753	1626141	155.14	0.628	44.93696	-90.812536
54772	155505096	897859	60.041	0.347	45.100592	-91.881749
54773	188606694	61939	72.821	0.024	44.390016	-91.2964
54801	488827231	36981025	188.737	14.278	45.878861	-91.942767
54805	86373663	809222	33.349	0.312	45.412069	-92.02359
54806	686901572	21625197	265.214	8.35	46.552416	-90.870138
54810	117388874	14180925	45.324	5.475	45.457085	-92.374415
54812	238511471	518288	92.09	0.2	45.392467	-91.882622
54813	140830570	4033453	54.375	1.557	45.652939	-92.044813
54814	380212631	12021229	146.801	4.641	46.86331	-90.901205
54817	418827792	42483468	161.71	16.403	45.670829	-91.550145
54819	430041145	7693531	166.04	2.97	45.486919	-91.305291
54820	284429233	1698744	109.819	0.656	46.572526	-91.565044
54821	478650909	32243748	184.808	12.449	46.216971	-91.166187
54822	123829463	3805621	47.811	1.469	45.400937	-91.694413
54824	97454019	2670698	37.627	1.031	45.484715	-92.539887
54826	126801121	6428165	48.958	2.482	45.495241	-92.159669
54827	111814727	5213386	43.172	2.013	46.788281	-91.096741
54828	158696480	14376152	61.273	5.551	45.840978	-91.294249
54829	345395581	18097458	133.358	6.987	45.566649	-92.047244
54830	929907458	47311671	359.039	18.267	46.106014	-92.225683
54832	273393938	9313840	105.558	3.596	46.319287	-91.343441
54835	369196552	5460584	142.548	2.108	45.691601	-91.247086
54836	339276482	1255838	130.995	0.485	46.454438	-92.195041
54837	454993919	13405587	175.674	5.176	45.674284	-92.357709
54838	598017661	30284802	230.896	11.693	46.258711	-91.818892
54839	120655746	430873	46.585	0.166	46.361577	-91.139982
54840	659901917	24930387	254.79	9.626	45.751262	-92.692383
54841	936748	0	0.362	0.	45.606623	-91.778631
54842	16294379	17897	6.291	0.007	46.505367	-91.854667
54843	1140589914	156205058	440.384	60.311	46.023604	-91.293027
54844	157391295	14494413	60.769	5.596	46.804784	-91.233188
54845	17312749	42364	6.684	0.016	45.793258	-92.186891
54846	81018107	169695	31.281	0.066	46.378316	-90.720238
54847	426761843	17857221	164.774	6.895	46.579326	-91.39985
54848	483949434	12393955	186.854	4.785	45.516039	-91.103822
54849	234763296	8974153	90.643	3.465	46.481097	-91.725407
54850	201396992	7046226	77.76	2.721	46.940645	-90.57083
54853	241932796	19651756	93.411	7.588	45.568114	-92.450206
54854	206511282	12135060	79.734	4.685	46.65038	-91.667167
54855	186213048	457107	71.897	0.176	46.382631	-90.82752
54856	598221162	5337413	230.974	2.061	46.442747	-91.129309
54857	730006	49339	0.282	0.019	45.596234	-91.605637
54858	49952644	3851386	19.287	1.487	45.519382	-92.457844
54859	469072061	34174603	181.11	13.195	46.122998	-91.803657
54861	12326462	0	4.759	0.	46.614971	-90.656678
54862	115294706	1207040	44.516	0.466	45.778701	-91.142381
54864	131758432	410804	50.872	0.159	46.613351	-91.790634
54865	159142293	283502	61.445	0.109	46.739717	-91.374991
54867	85270167	1383870	32.923	0.534	45.821701	-91.203121
54868	543291208	14012933	209.766	5.41	45.525658	-91.707667
54870	233410613	26053609	90.12	10.059	45.70926	-91.775273
54871	288134822	18128314	111.249	6.999	45.749634	-92.002023
54872	161191892	17237006	62.237	6.655	45.77707	-92.401715
54873	696484007	26600741	268.914	10.271	46.346345	-91.702229
54874	381426205	5049602	147.269	1.95	46.565542	-91.942807
54875	286332420	9751269	110.554	3.765	45.965643	-91.692217
54876	264011899	36636057	101.936	14.145	45.836042	-91.493513
54880	445639364	29903836	172.062	11.546	46.590874	-92.12831
54888	247682488	12364373	95.631	4.774	45.974807	-91.866892
54889	181340753	10787681	70.016	4.165	45.415113	-92.170107
54891	190537061	2084875	73.567	0.805	46.69959	-90.964839
54893	408331839	44656107	157.658	17.242	45.878684	-92.325978
54895	274657888	5647217	106.046	2.18	45.449432	-91.46076
54896	1121199517	18770364	432.898	7.247	45.816962	-90.881813
54901	43206824	3015249	16.682	1.164	44.062759	-88.535773
54902	90959608	3968109	35.12	1.532	43.946895	-88.540285
54904	193290628	1729746	74.63	0.668	44.0234	-88.623839
54909	248614738	1393585	95.991	0.538	44.280704	-89.367404
54911	21469519	906619	8.289	0.35	44.281533	-88.381003
54913	163046984	63970	62.953	0.025	44.335996	-88.39997
54914	46115023	239724	17.805	0.093	44.280847	-88.452037
54915	40603028	903999	15.677	0.349	44.243351	-88.355904
54921	201907799	843885	77.957	0.326	44.29522	-89.559173
54922	122997954	690874	47.49	0.267	44.544821	-88.76214
54923	350579710	16415703	135.36	6.338	43.99772	-88.9668
54927	588418	21829	0.227	0.008	44.103128	-88.654369
54928	28402695	471409	10.966	0.182	44.752702	-88.879209
54929	309083456	4570754	119.338	1.765	44.636591	-88.739379
54930	240885027	960303	93.006	0.371	44.03264	-89.554799
54931	674591	0	0.26	0.	44.274505	-88.679132
54932	78273306	1534962	30.221	0.593	43.832003	-88.590967
54933	2527055	115357	0.976	0.045	44.670484	-88.703189
54934	869632	3392	0.336	0.001	44.002969	-88.839265
54935	40826418	2364139	15.763	0.913	43.77366	-88.436782
54937	295738471	2061005	114.185	0.796	43.792025	-88.390978
54940	225019487	6699561	86.881	2.587	44.22037	-88.842561
54941	83931595	32472062	32.406	12.538	43.844703	-88.992882
54942	53456639	41622	20.64	0.016	44.294759	-88.54829
54943	317703462	1713220	122.666	0.661	44.132814	-89.59041
54944	175455302	1870999	67.744	0.722	44.324687	-88.626956
54945	272034426	3909518	105.033	1.509	44.568636	-89.136826
54946	18110	0	0.007	0.	44.336605	-89.1444
54947	120407599	1013850	46.49	0.391	44.203594	-88.698749
54948	36682594	9311	14.163	0.004	44.780628	-88.872845
54949	163825765	2590158	63.253	1.	44.483988	-88.915485
54950	215486153	2398797	83.2	0.926	44.657215	-88.918084
54952	72824460	1040396	28.118	0.402	44.20104	-88.329484
54956	158849994	1712912	61.332	0.661	44.182337	-88.527647
54960	271400980	4184045	104.789	1.615	43.941733	-89.218999
54961	319733398	7116893	123.45	2.748	44.410204	-88.761688
54962	122680206	1641471	47.367	0.634	44.486188	-89.030971
54963	198273654	7163247	76.554	2.766	44.044155	-88.779167
54964	92696649	4027673	35.79	1.555	43.921644	-88.717019
54965	150171641	337186	57.982	0.13	44.167973	-89.043887
54966	207713059	816116	80.198	0.315	44.210102	-89.50478
54967	8522362	162585	3.291	0.063	44.12674	-88.975792
54968	155515265	3728711	60.045	1.44	43.84693	-89.136064
54970	119903679	622570	46.295	0.24	44.072763	-89.098173
54971	285309264	10344739	110.159	3.994	43.85769	-88.827762
54974	68100187	281583	26.294	0.109	43.787591	-88.663488
54977	99505952	1560760	38.419	0.603	44.461176	-89.171211
54979	67456155	226003	26.045	0.087	43.872535	-88.536399
54980	1282242	2962	0.495	0.001	43.983584	-88.767287
54981	346256246	10523257	133.69	4.063	44.322675	-89.131481
54982	322131785	7419913	124.376	2.865	44.072748	-89.290882
54983	220404000	15834143	85.098	6.114	44.319336	-88.933068
54984	197458133	3585886	76.239	1.385	44.190566	-89.223457
54985	261910	0	0.101	0.	44.075066	-88.518469
54986	73668004	2409029	28.443	0.93	44.123302	-88.749906
55001	68212073	2652890	26.337	1.024	44.898776	-92.819108
55003	5412684	2882501	2.09	1.113	45.007476	-92.779064
55005	50173032	2427143	19.372	0.937	45.396107	-93.218464
55006	202582352	4523466	78.217	1.747	45.738266	-93.198939
55007	307907580	3126128	118.884	1.207	45.971293	-93.117849
55008	260189204	12006722	100.46	4.636	45.569488	-93.276632
55009	315625791	6446279	121.864	2.489	44.483873	-92.865156
55011	116459921	4336918	44.965	1.674	45.34074	-93.253313
55012	59035527	3080213	22.794	1.189	45.437981	-92.788354
55013	75911198	14388996	29.309	5.556	45.338607	-92.91299
55014	48324722	7882339	18.658	3.043	45.161826	-93.127997
55016	75572188	9792402	29.179	3.781	44.817691	-92.934622
55017	78144995	1259207	30.172	0.486	45.677449	-93.43659
55018	124805625	31946	48.188	0.012	44.423972	-92.996175
55019	52337521	168959	20.208	0.065	44.419113	-93.248224
55020	64676035	573703	24.972	0.222	44.575407	-93.371285
55021	468379022	30759509	180.842	11.876	44.299725	-93.277222
55024	230482356	3073911	88.99	1.187	44.627069	-93.124971
55025	203961710	20906501	78.75	8.072	45.268454	-93.018853
55026	14244715	3424352	5.5	1.322	44.535111	-92.346008
55027	307008448	188715	118.537	0.073	44.406342	-92.609391
55029	189730	0	0.073	0.	45.638337	-93.198359
55030	98990390	1362767	38.22	0.526	45.83507	-93.089452
55031	102560233	57674	39.599	0.022	44.612517	-92.962163
