GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
28023	119991122	324553	46.329	0.125	35.568585	-80.602542
28025	282019059	371360	108.888	0.143	35.382565	-80.523443
28027	177754541	5079322	68.631	1.961	35.407042	-80.685859
28031	36312920	30362509	14.02	11.723	35.469921	-80.895439
28032	6037226	464704	2.331	0.179	35.233033	-81.079513
28033	40349417	213053	15.579	0.082	35.419107	-81.328427
28034	117506185	954143	45.369	0.368	35.353664	-81.178943
28036	58494305	1577150	22.585	0.609	35.482087	-80.793351
28037	114890730	22115290	44.36	8.539	35.495486	-81.018484
28039	220171	0	0.085	0.	35.678835	-80.437427
28040	184104423	23306	71.083	0.009	35.389977	-81.752184
28043	164164298	323876	63.384	0.125	35.306241	-81.8726
28052	109112242	553770	42.128	0.214	35.214656	-81.233227
28054	51797967	183814	19.999	0.071	35.262879	-81.149075
28056	123188600	838384	47.563	0.324	35.216936	-81.125003
28071	118059899	125634	45.583	0.049	35.517515	-80.315893
28072	2795265	0	1.079	0.	35.614269	-80.445541
28073	66236680	135755	25.574	0.052	35.198574	-81.483785
28075	54691207	0	21.116	0.	35.302717	-80.639842
28076	3464217	0	1.338	0.	35.259155	-81.788612
28077	1513664	24382	0.584	0.009	35.404802	-81.20277
28078	165201476	3908056	63.785	1.509	35.405286	-80.86402
28079	113847230	959383	43.957	0.37	35.114666	-80.600597
28080	102265842	358592	39.485	0.138	35.456746	-81.105685
28081	78889771	1107786	30.46	0.428	35.502816	-80.670173
28083	51877587	1275767	20.03	0.493	35.489986	-80.584189
28086	227802317	1937962	87.955	0.748	35.244164	-81.377912
28088	6940346	0	2.68	0.	35.544215	-80.614875
28089	642770	0	0.248	0.	35.318233	-81.659574
28090	242854414	703018	93.767	0.271	35.454659	-81.559555
28091	245227246	11670258	94.683	4.506	34.987392	-79.933002
28092	317122864	1599045	122.442	0.617	35.48573	-81.254581
28097	78720685	0	30.394	0.	35.296685	-80.393056
28098	8815844	179029	3.404	0.069	35.271135	-81.100787
28101	2319755	131290	0.896	0.051	35.258099	-81.078063
28102	1311700	0	0.506	0.	34.814799	-79.97652
28103	401454999	3308741	155.003	1.278	34.998974	-80.351455
28104	75608505	846722	29.193	0.327	35.060568	-80.692836
28105	61682824	416634	23.816	0.161	35.115434	-80.713498
28107	128478819	88319	49.606	0.034	35.252964	-80.518034
28108	517620	10775	0.2	0.004	34.934786	-80.681146
28109	4356564	8576	1.682	0.003	35.496937	-80.288604
28110	333649575	4252690	128.823	1.642	35.066044	-80.509089
28112	342647409	3964886	132.297	1.531	34.889925	-80.549548
28114	168972032	1682777	65.24	0.65	35.230441	-81.747702
28115	190991668	364480	73.742	0.141	35.575405	-80.774921
28117	103731863	42467346	40.051	16.397	35.5657	-80.898335
28119	170941479	831448	66.001	0.321	34.851078	-80.016985
28120	78631143	5261058	30.36	2.031	35.328586	-81.026424
28124	147488502	422806	56.946	0.163	35.400074	-80.408289
28125	99637208	106865	38.47	0.041	35.659025	-80.698613
28127	179796764	24636743	69.42	9.512	35.474303	-80.190581
28128	176606519	9603561	68.188	3.708	35.210699	-80.154524
28129	110701280	0	42.742	0.	35.231595	-80.32716
28133	207069415	129117	79.95	0.05	34.844926	-80.265681
28134	22201916	99688	8.572	0.038	35.085701	-80.89333
28135	259069950	178574	100.027	0.069	35.02977	-80.217264
28137	114778830	5075744	44.316	1.96	35.563109	-80.236391
28138	114891352	170900	44.36	0.066	35.514441	-80.437354
28139	453338806	427385	175.035	0.165	35.348363	-81.994737
28144	77469642	1020003	29.911	0.394	35.707178	-80.46389
28146	257112373	23171006	99.272	8.946	35.619243	-80.393345
28147	203363902	23594	78.519	0.009	35.681053	-80.562965
28150	277527606	3031881	107.154	1.171	35.342703	-81.576248
28152	214124107	789630	82.674	0.305	35.24272	-81.599412
28159	6433338	0	2.484	0.	35.694818	-80.431873
28160	14533143	0	5.611	0.	35.361006	-81.922332
28163	91110080	0	35.178	0.	35.20742	-80.428532
28164	109176932	926432	42.153	0.358	35.389444	-81.037135
28166	74998885	3765330	28.957	1.454	35.680088	-80.868764
28167	185361055	346459	71.568	0.134	35.506751	-81.967285
28168	224287945	902336	86.598	0.348	35.55236	-81.425071
28169	1450978	0	0.56	0.	35.35847	-81.429395
28170	484158669	1780514	186.935	0.687	34.998714	-80.098784
28173	278921801	3568786	107.692	1.378	34.916155	-80.731415
28174	93402106	979066	36.063	0.378	34.969035	-80.43958
28202	4671910	5315	1.804	0.002	35.227271	-80.844194
28203	8592355	0	3.318	0.	35.208185	-80.859107
28204	4477543	0	1.729	0.	35.21462	-80.827014
28205	30620598	22934	11.823	0.009	35.218774	-80.789616
28206	18274235	2486	7.056	0.001	35.255423	-80.821516
28207	6520754	20241	2.518	0.008	35.194148	-80.824585
28208	57006349	67402	22.01	0.026	35.230466	-80.907243
28209	14200833	29335	5.483	0.011	35.178714	-80.853985
28210	32893309	208365	12.7	0.08	35.130509	-80.856685
28211	27910956	48798	10.776	0.019	35.166342	-80.797285
28212	23935956	144774	9.242	0.056	35.187703	-80.744556
28213	35852680	225821	13.843	0.087	35.286229	-80.735231
28214	84787844	4646964	32.737	1.794	35.276005	-80.967658
28215	79161716	525892	30.565	0.203	35.244979	-80.693471
28216	77489872	1577169	29.919	0.609	35.31019	-80.889636
28217	38372984	356207	14.816	0.138	35.168745	-80.908364
28226	38630141	415245	14.915	0.16	35.102697	-80.822129
28227	100290493	796180	38.722	0.307	35.189567	-80.645408
28244	19679	0	0.008	0.	35.224605	-80.843094
28262	56119361	242379	21.668	0.094	35.322061	-80.739972
28269	78945199	624850	30.481	0.241	35.337313	-80.803472
28270	32671360	127845	12.614	0.049	35.112035	-80.764605
28273	56511806	327080	21.819	0.126	35.127358	-80.946846
28277	60628334	752709	23.409	0.291	35.052875	-80.817552
28278	73796162	9684914	28.493	3.739	35.133373	-81.008837
28280	19577	0	0.008	0.	35.226332	-80.843091
28282	18417	0	0.007	0.	35.224815	-80.845277
28301	31810222	361953	12.282	0.14	35.0748	-78.884257
28303	43365575	586827	16.744	0.227	35.085631	-78.959361
28304	42717487	560642	16.493	0.216	35.025528	-78.989604
28305	6734536	150377	2.6	0.058	35.052609	-78.907244
28306	177885179	2423712	68.682	0.936	34.958495	-78.896848
28307	30296246	37071	11.697	0.014	35.138559	-78.981887
28308	9580111	33910	3.699	0.013	35.171549	-79.017087
28310	11798779	54691	4.556	0.021	35.163188	-79.037967
28311	97153977	1327267	37.511	0.512	35.167769	-78.888697
28312	434808100	4020390	167.88	1.552	34.947752	-78.738133
28314	59723519	1081741	23.059	0.418	35.052922	-79.029349
28315	165540381	859716	63.916	0.332	35.117305	-79.431532
28318	206339030	97367	79.668	0.038	35.019873	-78.613574
28320	310764163	626788	119.987	0.242	34.558122	-78.772715
28323	97367718	636973	37.594	0.246	35.314791	-78.834376
28325	2230191	0	0.861	0.	35.153741	-78.10423
28326	301342563	1733791	116.349	0.669	35.269044	-79.15469
28327	493208460	3436293	190.429	1.327	35.354616	-79.416494
28328	660781846	1752080	255.129	0.676	35.003503	-78.337924
28330	641820	0	0.248	0.	34.909596	-79.82198
28332	5127241	0	1.98	0.	34.659058	-78.737911
28333	122358926	1059016	47.243	0.409	35.286131	-78.017373
28334	414848674	3999215	160.174	1.544	35.272208	-78.568104
28337	413828666	10717900	159.78	4.138	34.657047	-78.561559
28338	371419706	2387047	143.406	0.922	35.107513	-79.759641
28339	92868254	1578869	35.857	0.61	35.31054	-78.732747
28340	324477167	655119	125.281	0.253	34.471354	-79.134422
28341	242822911	731984	93.754	0.283	35.119876	-78.174437
28342	3315787	3763	1.28	0.001	35.191183	-78.651262
28343	46349929	68104	17.896	0.026	34.757362	-79.564875
28344	100154901	195328	38.67	0.075	35.160499	-78.624575
28345	183620205	1088545	70.896	0.42	34.870288	-79.66564
28347	133014837	473592	51.357	0.183	35.041965	-79.614027
28348	114989679	910764	44.398	0.352	34.914973	-78.927021
28349	174715414	1351680	67.458	0.522	34.981159	-77.927059
28350	1675908	216553	0.647	0.084	35.243547	-79.314141
28351	146602867	1004778	56.604	0.388	34.848197	-79.563717
28352	322419280	1164510	124.487	0.45	34.767842	-79.45173
28356	142077875	1503728	54.857	0.581	35.23702	-78.790396
28357	91734711	168251	35.419	0.065	34.902094	-79.083013
28358	517130622	986008	199.665	0.381	34.607857	-78.934772
28360	170220001	394463	65.722	0.152	34.670328	-79.07494
28363	148653162	934564	57.395	0.361	34.960782	-79.554662
28364	350047274	1613121	135.154	0.623	34.707928	-79.322676
28365	498921862	2852124	192.635	1.101	35.17233	-78.052287
28366	219394605	745250	84.709	0.288	35.230228	-78.362014
28367	737243	0	0.285	0.	35.172692	-79.725247
28369	192035109	163323	74.145	0.063	34.423373	-79.029416
28371	89936406	761989	34.725	0.294	34.903159	-78.979551
28372	113440755	0	43.8	0.	34.69687	-79.177619
28373	33449016	146432	12.915	0.057	35.09347	-79.485597
28374	57380593	1823248	22.155	0.704	35.197454	-79.462959
28375	740155	0	0.286	0.	34.475744	-79.038553
28376	374071599	1464066	144.43	0.565	34.992334	-79.242682
28377	261150174	1166913	100.831	0.451	34.826876	-79.213244
28379	401041895	9126318	154.843	3.524	34.930868	-79.78004
28382	305991709	812961	118.144	0.314	34.971476	-78.517642
28383	270153816	18698	104.307	0.007	34.576974	-79.262696
28384	252167735	371439	97.363	0.143	34.796937	-78.961001
28385	102214294	395925	39.465	0.153	35.050008	-78.47723
28386	116656281	369417	45.041	0.143	34.853619	-79.129616
28387	75326564	514351	29.084	0.199	35.179122	-79.376411
28390	152880888	1391921	59.028	0.537	35.215776	-78.96345
28391	91751438	87443	35.425	0.034	35.021629	-78.698798
28392	102219814	1229171	39.467	0.475	34.735329	-78.800956
28393	114461354	289448	44.194	0.112	34.981087	-78.18948
28394	113054041	4980033	43.65	1.923	35.217455	-79.241537
28395	123899106	897642	47.838	0.347	35.138511	-78.741362
28396	129632852	377082	50.052	0.146	34.914162	-79.397482
28398	252334645	1575095	97.427	0.608	34.989778	-78.064172
28399	241686762	6488952	93.316	2.505	34.784892	-78.704355
28401	62526677	12933309	24.142	4.994	34.272145	-77.962018
28403	36455763	718924	14.076	0.278	34.221692	-77.880633
28405	62330452	1321498	24.066	0.51	34.263182	-77.86638
28409	61758705	15127465	23.845	5.841	34.15512	-77.862161
28411	108525228	5088352	41.902	1.965	34.301829	-77.793066
28412	56450419	13176636	21.796	5.088	34.136589	-77.920579
28420	363927049	996424	140.513	0.385	34.073677	-78.48385
28421	143334816	772800	55.342	0.298	34.505123	-78.167047
28422	237688705	3669369	91.772	1.417	34.02637	-78.189312
28423	207710725	286561	80.198	0.111	34.313919	-78.388853
28424	383885	0	0.148	0.	34.290277	-78.699677
28425	387746917	1537990	149.71	0.594	34.562055	-77.896281
28428	13322741	6036586	5.144	2.331	34.046785	-77.90966
28429	101334691	5757616	39.126	2.223	34.341211	-77.900216
28430	105400675	126937	40.695	0.049	34.303437	-78.945367
28431	194892406	469440	75.248	0.181	34.314321	-78.839503
28432	91538875	451805	35.343	0.174	34.168033	-78.758709
28433	290212547	465999	112.052	0.18	34.488505	-78.616673
28434	208334963	1699128	80.439	0.656	34.468325	-78.465485
28435	248014615	6064303	95.759	2.341	34.405955	-78.109229
28436	98084402	4666	37.871	0.002	34.275102	-78.267215
28438	122251884	280985	47.202	0.108	34.409483	-78.918844
28439	62455358	198160	24.114	0.077	34.286816	-79.001382
28441	331231417	282711	127.889	0.109	34.811459	-78.427416
28442	146931112	1374	56.73	0.001	34.282924	-78.613428
28443	298295098	2231478	115.172	0.862	34.445036	-77.675712
28444	231435816	7340840	89.358	2.834	34.688313	-78.319957
28445	135053566	10263773	52.144	3.963	34.483968	-77.556317
28447	300561978	174782	116.048	0.067	34.618651	-78.278106
28448	244592125	1954897	94.438	0.755	34.518305	-78.359652
28449	10303909	11009548	3.978	4.251	33.973269	-77.941888
28450	101592189	36020077	39.225	13.907	34.324418	-78.515265
28451	361804121	6369762	139.693	2.459	34.234144	-78.094463
28452	15071488	4966	5.819	0.002	33.991603	-78.54957
28453	214170243	1028830	82.692	0.397	34.886439	-78.076256
28454	169024261	0	65.261	0.	34.678289	-77.650918
28455	196078761	669680	75.706	0.259	34.111657	-78.631796
28456	166885550	2819480	64.435	1.089	34.374973	-78.287201
28457	335049302	4465678	129.363	1.724	34.449598	-77.886638
28458	286093157	1706239	110.461	0.659	34.814777	-78.09079
28460	90166000	21629192	34.813	8.351	34.541298	-77.418235
28461	196289126	43027273	75.788	16.613	33.966618	-78.057598
28462	242125428	6377662	93.485	2.462	34.026491	-78.289661
28463	304985688	1999164	117.756	0.772	34.109764	-78.776463
28464	59079922	343327	22.811	0.133	34.782225	-78.02108
28465	29019141	8723354	11.204	3.368	33.912404	-78.104424
28466	490399569	2384137	189.344	0.921	34.74077	-77.875702
28467	46361957	1398301	17.9	0.54	33.918011	-78.591964
28468	45829704	4724567	17.695	1.824	33.899652	-78.519214
28469	57605031	3582405	22.241	1.383	33.927004	-78.465966
28470	123317114	4071849	47.613	1.572	33.964184	-78.403547
28472	469555890	1634938	181.297	0.631	34.299016	-78.691182
28478	313387850	605423	121.	0.234	34.64284	-78.042039
28479	240680413	31117341	92.927	12.014	34.100688	-78.016511
28480	7580262	2390247	2.927	0.923	34.225734	-77.797334
28501	275011974	2024888	106.183	0.782	35.24242	-77.514124
28504	320558983	1672190	123.769	0.646	35.224615	-77.635975
28508	91584187	500544	35.361	0.193	35.099668	-77.824788
28510	53669949	33400336	20.722	12.896	34.987612	-76.804461
28511	21168141	21563774	8.173	8.326	34.901116	-76.345763
28512	14916365	32116584	5.759	12.4	34.701387	-76.79727
28513	235076648	0	90.764	0.	35.44155	-77.388891
28515	142328955	17429935	54.954	6.73	35.184068	-76.699387
28516	545226268	264611041	210.513	102.167	34.905111	-76.552825
28518	246766894	584327	95.277	0.226	34.894823	-77.747493
28519	794577	1202601	0.307	0.464	35.122318	-77.023291
28520	56987571	131398453	22.003	50.733	34.99421	-76.323307
28521	108788068	259217	42.003	0.1	34.817902	-77.736618
28523	145161792	288460	56.047	0.111	35.211357	-77.284601
28524	14412518	24629384	5.565	9.509	34.790939	-76.468564
28525	115253746	426794	44.5	0.165	35.132291	-77.686672
28526	221658155	584118	85.583	0.226	35.261232	-77.371934
28527	144128932	456066	55.648	0.176	35.259463	-77.030444
28528	7507795	2319160	2.899	0.895	34.73211	-76.538617
28529	109485702	30263482	42.273	11.685	35.066985	-76.860158
28530	183938164	794377	71.019	0.307	35.373976	-77.415522
28531	5804755	4161884	2.241	1.607	34.698038	-76.555547
28532	428442870	95203258	165.423	36.758	34.905022	-76.886672
28533	1150937	0	0.444	0.	34.902869	-76.901473
28537	65544112	34142042	25.307	13.182	35.237681	-76.525812
28538	75016575	25968	28.964	0.01	35.416645	-77.565077
28539	127212734	11731097	49.117	4.529	34.700031	-77.206593
28540	267360784	1418150	103.229	0.548	34.754982	-77.503794
28543	5295213	1299857	2.044	0.502	34.736059	-77.375621
28544	29405466	47495	11.354	0.018	34.71809	-77.308669
28546	145238466	283758	56.077	0.11	34.799156	-77.356165
28547	67230904	28643260	25.958	11.059	34.67557	-77.363801
28551	341880813	1991387	132.001	0.769	35.321323	-77.780856
28552	42439673	50252057	16.386	19.402	35.2982	-76.555928
28553	3186051	5170359	1.23	1.996	34.7296	-76.512376
28554	722658	0	0.279	0.	35.478481	-77.586122
28555	397342968	2314137	153.415	0.893	34.863308	-77.221792
28556	117205898	74423551	45.253	28.735	35.114002	-76.625583
28557	36757102	23551221	14.192	9.093	34.737849	-76.750308
28560	304169705	65656481	117.441	25.35	35.126695	-76.977628
28562	399456197	9526000	154.231	3.678	35.080979	-77.125033
28570	322276536	23072628	124.432	8.908	34.781487	-76.857497
28571	133765831	60725958	51.647	23.446	35.070773	-76.68924
28572	273815231	1272301	105.721	0.491	35.027895	-77.736417
28573	194178485	2359911	74.973	0.911	34.984805	-77.148252
28574	331757224	399032	128.092	0.154	34.878886	-77.589666
28575	1553898	12337919	0.6	4.764	34.689234	-76.886762
28577	6850530	14332653	2.645	5.534	34.868632	-76.378628
28578	165296625	1282242	63.821	0.495	35.196952	-77.856972
28579	9939271	8027945	3.838	3.1	34.765963	-76.512158
28580	294955792	162836	113.883	0.063	35.453274	-77.679538
28581	22773632	16109642	8.793	6.22	34.844258	-76.435553
28582	42076767	6477126	16.246	2.501	34.748284	-77.150455
28583	4420019	794475	1.707	0.307	35.138756	-76.741543
28584	151828855	29195618	58.621	11.272	34.736793	-77.07759
28585	460207929	1624313	177.687	0.627	35.076923	-77.412405
28586	338976745	3839584	130.88	1.482	35.313558	-77.167497
28587	8840013	1948673	3.413	0.752	35.19273	-76.661661
28589	28156399	2400718	10.871	0.927	34.812858	-76.505058
28590	108055620	27027	41.721	0.01	35.520683	-77.416661
28594	14831217	38196592	5.726	14.748	34.67704	-76.964364
28601	119221883	8447980	46.032	3.262	35.772393	-81.326659
28602	180437869	1123214	69.667	0.434	35.669886	-81.389208
28604	170230491	215835	65.726	0.083	36.179336	-81.850289
28605	75013594	530924	28.963	0.205	36.12962	-81.694915
28606	112201430	1029129	43.321	0.397	36.053487	-81.322174
28607	255649000	765505	98.707	0.296	36.216215	-81.651345
28609	115258504	5398858	44.502	2.085	35.671692	-81.055604
28610	104298043	1541857	40.27	0.595	35.730324	-81.135305
28611	192644369	0	74.38	0.	36.010972	-81.735232
28612	216551439	2057455	83.611	0.794	35.650391	-81.53756
28613	110739026	1796991	42.757	0.694	35.737648	-81.207675
28615	172536191	575474	66.617	0.222	36.458681	-81.66062
28616	6993428	0	2.7	0.	36.023071	-81.920191
28617	89289289	1102321	34.475	0.426	36.480702	-81.361979
28618	102581891	28096	39.607	0.011	36.208152	-81.516768
28619	3090896	0	1.193	0.	35.758603	-81.602494
28621	181562696	1353642	70.102	0.523	36.27654	-80.914903
28622	80301930	0	31.005	0.	36.192673	-81.947349
28623	73345266	457655	28.319	0.177	36.529076	-80.973414
28624	161570596	33150	62.383	0.013	36.128356	-81.411775
28625	506982694	3258082	195.747	1.258	35.869567	-80.88964
28626	83903272	669486	32.395	0.258	36.292577	-81.517632
28627	51808230	151270	20.003	0.058	36.455555	-81.004437
28628	1334709	0	0.515	0.	35.72633	-81.785106
28629	6243156	10515	2.41	0.004	36.346535	-81.368738
28630	155323801	5295042	59.971	2.044	35.831975	-81.42017
28631	64659043	559954	24.965	0.216	36.547476	-81.410356
28634	163130196	1091616	62.985	0.421	35.972783	-80.757232
28635	109115619	0	42.13	0.	36.305463	-81.126045
28636	154089657	388170	59.494	0.15	35.939426	-81.063433
28637	7441258	0	2.873	0.	35.718004	-81.41936
28638	52470685	5519	20.259	0.002	35.845093	-81.477938
28640	100651715	1255527	38.862	0.485	36.404873	-81.399397
28642	94445760	764601	36.466	0.295	36.218398	-80.820312
28643	180451533	876450	69.673	0.338	36.529059	-81.540879
28644	177268434	716639	68.444	0.277	36.426159	-81.277823
28645	855011099	1120147	330.122	0.432	35.97883	-81.547779
28646	55932045	142202	21.595	0.055	36.073108	-81.846965
28647	15641269	0	6.039	0.	35.938023	-81.973061
28649	90581899	1831	34.974	0.001	36.335979	-81.212043
28650	115672425	691412	44.661	0.267	35.571426	-81.15839
28651	227677620	37105	87.907	0.014	36.306214	-81.308783
28652	208818	0	0.081	0.	36.100032	-81.98717
28654	162767307	42545	62.845	0.016	36.058516	-81.159305
28655	823744713	6471357	318.05	2.499	35.763266	-81.749862
28657	414481344	167336	160.032	0.065	36.021993	-81.942425
28658	190945895	1243595	73.725	0.48	35.637616	-81.235853
28659	264197352	11719	102.007	0.005	36.215959	-81.148169
28660	82810752	615972	31.973	0.238	35.968615	-80.856248
28662	4630789	0	1.788	0.	36.021516	-81.899121
28663	45176128	568412	17.443	0.219	36.53203	-81.309408
28665	162991546	0	62.931	0.	36.20971	-81.375119
28666	1204551	0	0.465	0.	35.725271	-81.470662
28667	1552259	272247	0.599	0.105	35.769448	-81.427456
28668	33712545	242534	13.016	0.094	36.407054	-80.990485
28669	119973719	251415	46.322	0.097	36.223445	-80.989818
28670	96279519	688351	37.174	0.266	36.194308	-80.912494
28671	1920042	0	0.741	0.	35.75267	-81.527898
28672	5006979	420943	1.933	0.163	36.483327	-81.32672
28673	65814632	12248943	25.411	4.729	35.617717	-80.998758
28675	301218808	1989753	116.301	0.768	36.503145	-81.135025
28676	74062759	358858	28.596	0.139	36.33186	-80.85534
28677	213498281	6949627	82.432	2.683	35.738099	-80.926089
28678	115767669	2451715	44.698	0.947	35.821719	-81.060844
28679	67530746	574584	26.074	0.222	36.261228	-81.828195
28681	433258292	6647494	167.282	2.567	35.922678	-81.223058
28682	8409244	7433177	3.247	2.87	35.588254	-80.965153
28683	86607351	300205	33.439	0.116	36.390439	-80.911007
28684	136884602	530643	52.851	0.205	36.33446	-81.606769
28685	157909233	0	60.969	0.	36.360792	-81.059831
28689	115744836	436308	44.689	0.168	36.036557	-80.940895
28690	55928277	300068	21.594	0.116	35.732735	-81.57423
28692	99471050	78564	38.406	0.03	36.267522	-81.80844
28693	66809545	504765	25.795	0.195	36.471773	-81.559009
28694	171211496	1310183	66.105	0.506	36.366337	-81.468016
28697	164475752	4618998	63.504	1.783	36.134008	-81.165721
28698	64938793	12376	25.073	0.005	36.340893	-81.73628
28701	46114621	1245179	17.805	0.481	35.705098	-82.636467
28702	51386124	4995624	19.84	1.929	35.405602	-83.605242
28704	85678103	1875867	33.081	0.724	35.458465	-82.58158
28705	326091956	719870	125.905	0.278	36.035191	-82.15147
28707	28656796	0	11.064	0.	35.397388	-83.0658
28708	126525832	0	48.852	0.	35.271393	-82.862718
28709	136649248	3489	52.761	0.001	35.771399	-82.379244
28711	258592873	1480963	99.843	0.572	35.605267	-82.291803
28712	325469693	1717448	125.665	0.663	35.173309	-82.770828
28713	353075919	11826942	136.323	4.566	35.373495	-83.495989
28714	753513555	927830	290.933	0.358	35.889326	-82.303954
28715	201293344	377300	77.72	0.146	35.511966	-82.711701
28716	409111033	416221	157.959	0.161	35.439341	-82.847925
28717	133156105	575813	51.412	0.222	35.049543	-83.093326
28718	42792607	160681	16.522	0.062	35.159132	-82.634981
28719	349942532	0	135.114	0.	35.517886	-83.334179
28720	8463399	0	3.268	0.	35.451072	-82.253555
28721	285413682	41953	110.199	0.016	35.66267	-82.958496
28722	118033522	45764	45.573	0.018	35.208479	-82.061
28723	289818936	5625281	111.9	2.172	35.314077	-83.013475
28725	706569	0	0.273	0.	35.366645	-83.255082
28726	6173164	19385	2.383	0.007	35.280999	-82.416555
28729	11335783	140386	4.377	0.054	35.320398	-82.600623
28730	128495702	112140	49.612	0.043	35.517421	-82.378042
28731	69974996	367691	27.017	0.142	35.288036	-82.394669
28732	110617625	411395	42.71	0.159	35.451748	-82.445743
28733	20105146	2011944	7.763	0.777	35.42886	-83.814172
28734	780397143	3191376	301.313	1.232	35.18768	-83.412099
28735	9639306	0	3.722	0.	35.475706	-82.350429
28736	91392077	130442	35.287	0.05	35.175658	-83.086467
28739	173706874	1626623	67.069	0.628	35.25611	-82.543714
28740	143123622	1374811	55.26	0.531	36.091275	-82.272981
28741	224687780	1030190	86.752	0.398	35.055919	-83.211171
28742	63406817	483538	24.482	0.187	35.376104	-82.624408
28743	320614730	1428702	123.79	0.552	35.800283	-82.881224
28745	1615608	601901	0.624	0.232	35.522124	-82.973977
28746	121522501	3279974	46.92	1.266	35.477191	-82.161693
28747	136426454	2147686	52.675	0.829	35.155183	-82.922658
28748	218992048	0	84.553	0.	35.649589	-82.757729
28749	2683583	0	1.036	0.	35.840634	-82.098754
28751	115996916	0	44.787	0.	35.50501	-83.120704
28752	634577884	5835085	245.012	2.253	35.709599	-82.035573
28753	683619083	3411465	263.947	1.317	35.864206	-82.712631
28754	223736806	0	86.385	0.	35.875535	-82.515664
28756	232514724	1593215	89.774	0.615	35.351924	-82.186268
28757	3139241	0	1.212	0.	35.649769	-82.308517
28759	60156594	528304	23.227	0.204	35.38135	-82.588899
28761	278773809	17043672	107.635	6.581	35.690316	-81.906845
28762	258316608	495175	99.737	0.191	35.626783	-82.231658
28763	143546256	203350	55.424	0.079	35.028708	-83.465932
28766	15092883	0	5.827	0.	35.251028	-82.619838
28768	214830169	528099	82.946	0.204	35.325018	-82.707184
28771	703597361	21585193	271.66	8.334	35.34702	-83.842814
28772	32644699	0	12.604	0.	35.116966	-82.827217
28773	144179859	488843	55.668	0.189	35.265444	-82.3097
28774	117174176	494422	45.241	0.191	35.093536	-82.994977
28775	25480107	21499	9.838	0.008	35.021313	-83.321832
28777	176662455	134197	68.21	0.052	35.904492	-82.068573
28778	89033047	282810	34.376	0.109	35.651086	-82.398508
28779	277825643	5664	107.269	0.002	35.357446	-83.212202
28781	202919798	6204949	78.348	2.396	35.224056	-83.635479
28782	128446662	272889	49.594	0.105	35.234277	-82.147383
28783	166187751	2990116	64.165	1.154	35.262142	-83.010414
28785	395393900	1170814	152.662	0.452	35.65327	-83.139633
28786	192710984	207589	74.406	0.08	35.461989	-82.988834
28787	205914578	47337	79.504	0.018	35.741533	-82.51564
28789	147884539	185817	57.099	0.072	35.407057	-83.316777
28790	108476573	690646	41.883	0.267	35.20048	-82.524774
28791	42578155	359546	16.44	0.139	35.356104	-82.508181
28792	260594025	724300	100.616	0.28	35.383467	-82.370359
28801	13145587	247415	5.076	0.096	35.594539	-82.557972
28803	99280624	924860	38.332	0.357	35.531703	-82.523021
28804	68885491	1493125	26.597	0.576	35.648384	-82.563847
28805	67248544	40781	25.965	0.016	35.633698	-82.483167
28806	98337480	874130	37.968	0.338	35.571971	-82.614729
28901	163821536	0	63.252	0.	35.198091	-83.810365
28902	58734832	119764	22.678	0.046	35.022948	-83.958294
28904	491868754	14905363	189.912	5.755	35.06863	-83.733593
28905	116568555	0	45.007	0.	35.163925	-83.940113
28906	864608626	28813485	333.827	11.125	35.094451	-84.131228
28909	25550394	0	9.865	0.	35.001608	-83.904752
29001	170504981	123778	65.832	0.048	33.786644	-80.174065
29003	364953609	2962924	140.909	1.144	33.241221	-81.023815
29006	373984914	6837732	144.396	2.64	33.869101	-81.551078
29009	280307268	797711	108.227	0.308	34.455294	-80.376155
29010	534688892	1566719	206.445	0.605	34.223617	-80.272258
29014	426284241	363176	164.589	0.14	34.523382	-81.114513
29015	314431380	23830691	121.403	9.201	34.437442	-81.330125
29016	223096236	1628106	86.138	0.629	34.20251	-80.997
29018	283911330	952660	109.619	0.368	33.348796	-80.639177
29020	589442780	13834755	227.585	5.342	34.313938	-80.573806
29030	235079195	10288162	90.765	3.972	33.576312	-80.647573
29031	316790441	1631626	122.313	0.63	34.548087	-81.492596
29032	204705672	685980	79.037	0.265	34.345114	-80.445025
29033	23121639	1331392	8.927	0.514	33.953093	-81.055204
29036	139975008	43130473	54.045	16.653	34.134001	-81.339907
29037	174068039	4727785	67.208	1.825	34.189935	-81.867694
29038	207859266	859809	80.255	0.332	33.372643	-80.981506
29039	66893801	531018	25.828	0.205	33.422415	-80.915022
29040	145584995	703609	56.211	0.272	34.068795	-80.440478
29042	169266816	1776015	65.354	0.686	33.297664	-81.158708
29044	356995248	4739416	137.837	1.83	33.92571	-80.695204
29045	181345053	2448869	70.018	0.946	34.185078	-80.804984
29046	6485962	25174	2.504	0.01	34.102313	-80.153576
29047	169507004	12340212	65.447	4.765	33.532848	-80.585961
29048	123406916	26377549	47.648	10.184	33.390563	-80.295285
29051	109932501	251084	42.445	0.097	33.861626	-80.127828
29052	148541617	775905	57.352	0.3	33.798313	-80.741302
29053	210321258	2721677	81.205	1.051	33.82754	-81.090895
29054	147478281	14779913	56.942	5.707	33.941953	-81.383081
29055	91240916	4891471	35.228	1.889	34.574244	-80.914866
