id,program_id,contact_id,webvisible
1417,3253,3434,1
1418,3253,3435,0
1419,2523,2803,0
1420,2523,674,0
1421,2523,3569,0
1422,2523,5204,1
1423,3309,3508,1
1424,2908,3075,1
1425,2908,3207,0
1426,3264,3461,1
1427,3264,3457,0
1428,2441,2598,0
1429,3101,3282,0
1430,2472,795,0
1431,3260,3452,0
1432,3260,3454,0
1433,3140,3319,1
1434,2529,2697,1
1435,2529,2698,0
1436,2914,3080,0
1437,2942,3111,1
1438,2953,4090,1
1439,3141,3272,1
1440,3172,3356,1
1441,3172,5595,0
1442,3172,4550,0
1443,5553,5551,1
1444,3177,3360,1
1445,3181,3365,1
1446,3181,3465,0
1447,3190,3367,0
1448,2638,1758,0
1449,2638,2815,0
1450,2638,2835,0
1451,3021,3190,1
1452,2575,2090,1
1453,2575,5583,0
1454,2645,1758,1
1455,3298,4185,1
1456,3298,4861,0
1457,3298,4862,0
1458,2644,1391,0
1459,2644,3775,1
1460,2774,2929,1
1461,2611,1386,0
1462,3317,2863,1
1463,2483,2660,1
1464,2522,2689,1
1465,2916,3058,0
1466,2517,2683,1
1467,3314,3514,1
1468,2537,4973,1
1469,2537,4821,0
1470,3318,3517,0
1471,3318,2363,1
1472,2542,3380,1
1473,2542,2928,0
1474,2588,2742,1
1475,2588,3467,0
1476,3316,2863,1
1477,3275,2673,1
1478,3275,3473,1
1479,3274,3470,1
1481,2548,2725,1
1482,2548,3467,0
1483,2601,2749,1
1484,3968,3709,1
1485,2533,2702,1
1486,2533,3467,0
1487,3349,3575,1
1488,3277,2617,1
1489,2870,933,1
1490,2870,3547,0
1491,2871,933,1
1492,2566,5079,0
1493,2566,2685,0
1494,3262,3456,1
1495,3262,3457,0
1496,2540,2721,1
1497,2540,3467,0
1498,2541,2722,1
1499,2541,3467,0
1500,82,86,0
1501,82,3333,0
1502,82,4996,1
1503,2543,2722,1
1504,2543,3467,0
1505,2544,2723,1
1506,2544,3467,0
1507,4595,2083,1
1508,4870,1835,1
1509,2549,2725,1
1510,2549,3467,0
1511,3263,3458,1
1512,3263,3457,0
1513,2899,703,1
1514,2550,2726,1
1516,2551,2726,1
1517,2551,3467,0
1518,2600,2739,0
1519,2600,4788,1
1520,4602,2823,1
1521,4602,4627,1
1522,3465,3777,1
1523,3472,3675,1
1524,3472,4775,0
1525,3473,453,1
1526,3467,2302,1
1527,2602,1816,1
1528,3131,3311,1
1529,67,468,1
1530,67,312,0
1531,67,1093,1
1532,2555,2728,1
1533,2555,3467,0
1534,5038,2291,1
1535,2553,2727,1
1536,2553,3467,0
1537,2554,2728,1
1538,2554,3467,0
1541,2565,4158,1
1542,68,236,0
1543,68,914,1
1544,68,4711,1
1545,2855,3017,1
1546,2856,3014,1
1547,2569,2733,0
1549,2571,2754,1
1550,2604,2692,1
1552,2886,3052,0
1553,2886,5185,1
1554,2609,3825,1
1555,3340,3556,1
1556,2188,2336,1
1557,2584,2740,1
1558,2584,3467,0
1559,2585,2741,1
1560,2585,3467,0
1561,2586,2741,1
1562,2586,3467,0
1563,3344,3560,1
1564,3344,2339,1
1565,2587,2742,1
1566,2587,3467,0
1567,4626,2041,1
1568,4636,3875,1
1569,2888,3054,0
1570,2888,4070,0
1571,2888,5260,1
1572,2891,3056,1
1573,2896,3060,1
1574,2897,3062,1
1575,2892,3058,1
1576,2025,5704,0
1577,2025,5516,0
1578,2025,5529,0
1579,2038,2237,1
1580,1227,1687,1
1581,4024,4197,1
1582,2895,3058,1
1583,2591,2744,1
1584,2591,3467,0
1585,2592,2744,1
1586,2592,3467,0
1587,2593,2692,0
1588,2593,5123,1
1589,2599,2748,1
1590,3134,3317,1
1591,3307,3506,1
1592,3307,3507,0
1593,3311,3509,1
1594,3311,3546,0
1595,3312,3510,1
1596,3312,3511,0
1597,3312,4747,0
1598,3328,3539,1
1599,3319,3519,1
1600,3319,3520,0
1601,3308,3506,0
1602,3308,3507,0
1603,3310,3510,1
1604,3310,3511,0
1605,3310,4747,0
1606,3313,3513,1
1607,3322,4826,1
1608,3322,3531,0
1609,3323,3537,1
1610,3323,3532,0
1611,3324,3533,1
1612,3324,3518,0
1613,3331,3541,1
1614,3339,648,1
1615,3348,3572,1
1616,3348,3573,0
1617,3341,3557,0
1618,3341,5434,1
1619,3341,5569,0
1620,1963,2186,1
1621,1974,2192,1
1622,2111,2295,1
1623,3342,3557,0
1624,3342,5434,1
1625,3342,5569,0
1626,2348,3328,0
1627,2350,3234,1
1628,2350,2832,1
1629,1182,1714,1
1630,1185,1646,0
1632,1193,1654,0
1633,1242,1703,1
1634,3985,4171,1
1635,1214,1663,0
1636,1214,3689,1
1637,1218,632,1
1638,1218,5610,0
1639,1961,2184,1
1640,2117,2298,1
1641,1935,2166,1
1642,1935,3467,0
1643,2118,2299,1
1644,2119,2300,1
1645,3306,3506,1
1646,3306,3507,0
1647,4018,4197,1
1648,1944,2172,1
1649,1944,3467,0
1650,2120,2301,1
1651,2121,2301,1
1652,2122,2302,1
1653,2124,2304,1
1654,2126,2307,1
1655,2174,2340,1
1656,2853,3012,1
1657,2050,5580,1
1658,1239,2993,1
1659,1243,1706,0
1660,1243,648,1
1661,35,1489,1
1662,36,198,0
1663,36,271,0
1664,36,1032,0
1665,36,5719,1
1666,48,4119,1
1667,70,468,1
1668,1995,213,1
1669,1995,2688,0
1670,4312,4429,1
1671,2852,3068,1
1672,76,949,1
1673,76,721,0
1674,76,1718,0
1675,76,1453,0
1676,2051,2245,0
1677,2051,2246,1
1678,2011,2217,1
1679,78,696,0
1680,78,453,0
1681,78,3385,1
1682,2089,2267,1
1683,79,696,0
1684,79,453,1
1685,79,3385,0
1686,69,468,0
1687,69,312,0
1688,69,1093,1
1689,2851,3009,0
1690,2851,4085,1
1691,2058,2253,1
1692,46,4690,1
1693,1173,1638,1
1694,1173,1636,0
1695,1244,1708,0
1696,1244,3137,1
1697,1265,1749,1
1698,1266,5069,1
1699,31,1125,0
1700,31,1168,1
1701,31,3345,0
1702,62,1127,0
1703,62,2452,1
1704,77,5303,0
1705,77,696,0
1706,77,453,1
1707,77,5265,1
1708,2080,2002,1
1709,2103,2287,1
1710,40,130,1
1711,40,1260,0
1712,60,5205,0
1713,37,1457,0
1714,37,714,1
1715,41,4445,0
1716,41,3,0
1717,41,600,0
1718,41,3224,1
1719,1233,2590,1
1720,1236,1694,1
1721,1236,2947,0
1722,1236,3926,0
1723,4729,3434,1
1724,4729,3435,0
1725,4852,4790,1
1726,4855,4793,1
1727,2189,2337,1
1728,2200,2342,1
1729,2222,2354,1
1730,2227,2357,1
1731,2227,4361,1
1732,2239,2363,1
1733,2194,2340,1
1734,1781,2050,1
1735,5449,5090,1
1736,5449,5429,1
1737,1784,2051,1
1738,1780,2050,1
1739,1785,2051,1
1740,2245,2368,1
1741,1753,2039,0
1742,1753,5039,1
1743,1786,2052,1
1747,1787,2052,1
1748,3998,534,1
1749,3999,4184,1
1750,1757,2035,1
1751,1763,2040,1
1752,1763,3273,1
1753,3661,5444,1
1754,1788,2053,0
1755,1788,4639,0
1756,1771,2040,1
1757,1771,3288,1
1758,2362,1702,0
1759,2362,2921,0
1760,2362,3047,0
1761,1796,447,1
1762,4023,195,1
1763,4023,5572,0
1764,2261,2409,1
1765,2900,3066,1
1766,2900,3638,0
1767,2906,3073,1
1768,2260,2383,1
1769,1790,2054,1
1770,2369,2512,1
1771,2369,1765,0
1772,1805,2068,0
1773,1805,2920,0
1774,1805,3173,1
1775,1795,1786,0
1776,1795,3593,0
1777,1795,4271,0
1779,1789,2054,1
1780,4791,2291,0
1781,4791,4756,1
1782,4793,4698,0
1783,4793,2937,1
1784,4793,5047,1
1785,1791,2054,1
1786,1808,2070,1
1788,2253,2375,0
1789,2270,2416,1
1790,2296,2393,0
1791,2296,3776,1
1792,2367,2501,1
1793,5319,5272,1
1794,1807,2070,1
1796,2251,3004,1
1797,1793,2055,1
1798,2377,2534,1
1799,2377,3579,0
1800,2639,2255,1
1801,2639,5522,0
1802,2316,2428,1
1803,2316,2429,1
1804,2316,2430,1
1805,2316,2431,1
1806,2318,1787,1
1807,3643,3813,1
1808,3643,3815,0
1809,3644,3814,1
1810,3644,3815,0
1811,3645,3816,1
1812,2364,2497,1
1813,1806,2069,1
1819,2383,1708,1
1820,2389,2547,1
1821,2389,2549,1
1822,1813,2074,0
1823,1813,3522,1
1824,3018,4239,1
1825,2394,2555,1
1826,3019,4239,1
1827,3020,3189,0
1828,3020,4239,1
1829,4086,4072,1
1830,1812,2075,1
1831,1816,2077,1
1832,1816,5643,0
1833,2398,2558,1
1834,1815,2519,1
1835,1817,2076,1
1836,2031,2233,1
1837,2035,2235,1
1838,2035,1514,0
1839,2044,2425,1
1840,3468,3667,1
1841,3468,3668,1
1842,2037,1901,1
1843,2042,5167,1
1844,2043,2242,1
1846,3621,3794,0
1847,3621,3794,0
1848,3622,3795,1
1849,3625,4365,1
1850,3626,3797,0
1851,2036,2236,0
1852,2036,2943,1
1853,2046,2243,1
1854,2049,2244,1
1855,2074,2261,0
1856,2074,2262,1
1857,2075,2256,1
1858,2075,4960,0
1859,2047,2244,1
1860,4020,4454,1
1861,4021,4454,1
1862,2073,2255,0
1863,2073,5519,0
1864,2088,2266,1
1865,2090,2268,1
1866,2090,3531,0
1867,2091,2269,1
1868,2636,1144,1
1869,2636,5348,0
1870,2637,1144,1
1871,2637,5347,0
1872,2862,4228,1
1873,2076,2257,1
1874,2076,4961,0
1875,2078,2258,1
1876,4006,4190,1
1877,4006,4757,0
1878,5289,5226,1
1879,2113,2296,1
1880,2077,2030,1
1881,2077,4963,0
1882,2086,2264,1
1883,2093,2270,1
1884,2095,2235,0
1885,2095,1514,0
1886,2096,2274,1
1887,2096,3343,0
1888,2097,2275,1
1889,2098,2276,1
1890,2098,2277,1
1891,2098,2278,1
1892,2098,2279,1
1893,2099,2276,1
1894,2099,2277,1
1895,2099,2278,1
1896,2099,2279,1
1897,2100,2281,1
1898,2101,2282,1
1899,2101,2283,1
1900,2101,2284,1
1901,2101,2285,1
1902,2319,344,1
1903,2325,1638,1
1904,2325,5357,0
1905,2349,2475,1
1906,2345,3681,1
1907,2346,2472,1
1908,2351,2474,0
1909,2351,4037,0
1910,2351,5558,0
1911,2354,2480,0
1912,2371,2517,1
1913,2355,2482,1
1914,2355,2746,0
1915,2355,4717,1
1916,2386,2539,1
1917,4825,1921,1
1918,2388,5387,1
1919,2388,3413,1
1920,2399,2559,1
1921,2401,632,1
1922,2401,5615,1
1923,2401,2564,0
1924,2401,4348,0
1925,1872,3622,1
1926,1907,1220,1
1927,1907,360,0
1928,1866,2104,1
1929,1868,2107,1
1930,1868,2108,1
1931,1867,2106,1
1932,1869,2109,0
1933,1869,1162,0
1934,1869,3038,0
1935,1869,5565,0
1936,2875,3665,0
1937,2875,5059,1
1938,1865,3640,0
1939,1865,4768,0
1940,1871,2110,1
1941,2372,2531,1
1942,1921,2154,1
1943,2617,2793,1
1944,2617,4294,0
1945,1874,5388,1
1946,1874,703,0
1947,1874,3225,0
1948,1874,3521,0
1949,2874,1511,1
1950,4656,2522,0
1951,4656,4670,1
1952,1873,2112,1
1953,1876,2115,1
1954,1876,3307,0
1955,2907,3195,0
1956,2907,4237,1
1957,1891,2128,1
1958,1901,2134,1
1959,1968,2189,1
1960,1969,2188,1
1961,1970,2195,1
1962,4193,4333,1
1963,5075,5025,1
1964,1888,2085,1
1965,1889,2129,1
1966,1908,5079,1
1967,1908,795,0
1968,1913,2146,1
1969,1902,2138,1
1970,1902,3403,0
1971,1903,2139,1
1972,1903,3881,0
1973,1904,2140,1
1974,5162,5137,1
1975,1905,2141,1
1976,1898,2103,0
1977,1898,4042,1
1978,1896,2134,1
1979,1897,2134,1
1980,1923,5294,1
1981,1939,2168,1
1982,1948,2174,1
1983,1948,5624,0
1984,1955,2180,1
1985,1956,2181,1
1986,1957,2182,1
1987,1934,2166,1
1988,1934,3467,0
1989,1936,2167,1
1990,1958,2183,1
1991,1942,2170,1
1992,1938,2167,1
1993,1941,2169,1
1994,1959,2182,1
1995,1960,2185,1
1996,1967,2187,1
1997,1940,2169,1
1998,1964,2184,1
1999,1965,2187,1
2000,1966,2188,1
2001,1971,2190,1
2002,1972,2190,1
2003,1973,2191,1
2004,2026,2228,0
2005,2026,3394,1
2006,2028,2228,0
2007,2028,3394,1
2008,2029,2230,1
2009,1979,2197,1
2010,1980,2198,1
2011,1980,3578,0
2012,1981,2198,1
2013,1981,3578,0
2014,1982,2199,1
2015,2030,2232,1
2016,1983,2199,1
2017,1984,2199,1
2018,1985,2659,1
2019,1986,2659,1
2020,1987,2202,1
2021,1988,2201,1
2022,1989,2201,1
2023,1990,2203,1
2024,1991,2204,1
2025,1992,2203,1
2026,1993,2205,1
2027,2052,2247,1
2028,2052,2246,1
2029,2053,2248,1
2030,2012,2217,1
2031,2014,2218,1
2032,2019,1636,0
2033,2019,2507,0
2034,2016,2220,1
2035,2017,466,0
2036,2020,2227,1
2037,2021,2228,0
2038,2021,3394,1
2039,4027,4201,1
2040,2022,2202,1
2041,2024,2205,1
2042,2094,2271,1
2043,2094,2272,1
2044,2132,2310,0
2045,2132,2311,0
2046,2132,2312,1
2047,2138,2317,1
2048,2138,3440,0
2049,2139,2878,1
2050,2128,2308,1
2051,2140,2318,1
2052,2141,2318,1
2053,2143,3298,1
2054,2015,2219,1
2055,2015,4972,1
2056,2144,2323,1
2057,2149,2244,1
2058,2150,2244,1
2059,3048,3218,1
2060,3050,3348,1
2061,3171,3987,1
2062,3171,4950,0
2063,3171,5536,0
2064,5015,4935,1
2065,2151,2244,1
2066,2153,2244,1
2067,3359,1982,0
2068,3362,1990,0
2069,2181,2333,1
2070,3360,3587,0
2071,3361,3588,0
2072,3361,4716,1
2073,3363,5072,1
2074,3364,3590,0
2075,3364,2684,0
2076,3364,4716,1
2077,3371,4287,1
2078,3036,3179,1
2079,3043,3215,1
2080,3064,3230,1
2081,3064,4664,0
2082,3064,5473,0
2083,3085,2970,1
2084,3186,2677,0
2085,3186,3375,1
2086,3321,3517,0
2087,3321,2363,1
2088,3198,3377,0
2089,3198,1239,0
2090,3198,4022,1
2091,3214,1820,1
2092,3214,1652,1
2093,3215,1239,0
2094,3215,4022,1
2095,3223,3400,1
2096,3223,4836,0
2097,3223,4843,0
2098,3224,3399,1
2099,3224,3397,1
2100,3225,2047,1
2101,3226,4243,1
2102,3204,3384,1
2103,3205,2003,1
2104,3207,3043,0
2105,3207,4146,1
2106,3207,617,0
2107,3208,3043,0
2108,3208,4147,1
2109,3208,617,1
2110,3213,2326,1
2111,3218,3392,0
2112,3218,3393,1
2113,3230,2123,1
2114,3230,3403,1
2115,3221,1978,1
2116,3221,1361,0
2118,3233,5324,1
2119,3233,4199,0
2120,3233,3407,0
2121,3233,628,1
2122,3238,3416,0
2123,3238,4432,0
2124,3238,5349,0
2125,3242,3427,1
2126,3409,3629,1
2127,2152,2244,1
2128,2183,2328,1
2129,2184,2328,1
2130,2216,2434,1
2131,2216,652,0
2132,2216,2435,0
2133,2218,2352,1
2134,2185,2335,1
2135,2998,3173,1
2136,2193,2339,1
2137,2211,2352,1
2138,2207,2345,1
2139,2198,2341,1
2140,2199,2341,1
2141,2199,5559,0
2142,2203,2343,1
2143,2205,2344,1
2144,2205,235,0
2145,2210,2352,1
2147,2212,2348,1
2148,2212,3463,0
2149,2213,2348,1
2151,2209,2352,1
2152,2214,2349,1
2153,2214,1779,1
2154,2237,2363,1
2155,2966,3148,1
2156,2966,4455,0
2157,2201,2342,1
2158,2233,2361,1
2159,2246,2368,1
2160,2255,3918,1
2161,2255,1197,1
2162,2255,3690,0
2163,2255,3689,0
2164,2254,2375,1
2165,2202,2343,1
2166,2204,2343,1
2167,2206,2344,1
2168,2206,235,0
2169,2238,2363,1
2170,2240,2364,1
2171,2240,4525,0
2172,2225,2356,1
2173,2228,2357,1
2174,2230,2358,1
2175,2320,2439,1
2176,2259,2383,1
2177,2259,4406,0
2179,2257,983,0
2180,2256,2515,1
2181,2256,2377,0
2182,2258,2382,1
2183,2258,3632,0
2184,2264,2412,1
2185,2980,3161,0
2186,2980,2804,0
2187,2981,3161,0
2188,2981,2804,1
2189,2274,2417,1
2190,2284,2383,1
2191,2285,2383,1
2192,2278,2420,1
2193,2278,3528,0
2194,2286,2383,1
2195,2286,5723,0
2196,2279,3422,1
2197,2294,2390,0
2198,2294,2477,1
2199,2277,2419,1
2200,2280,2421,1
2201,2295,2392,1
2202,2272,2417,1
2203,2744,2913,1
2204,2744,1702,0
2205,2273,2417,1
2206,2275,2418,1
2207,2281,2421,1
2208,2283,2404,1
2209,2290,2387,1
2210,2288,2385,1
2211,2291,2389,1
2212,2301,618,1
2213,2311,2392,1
2216,2299,2395,1
2217,2303,2397,1
2218,2306,2398,1
2219,2309,2400,1
2220,2309,2401,1
2221,2310,2402,1
2222,2304,2397,1
2223,2305,2398,1
2224,2307,2399,1
2225,2308,2399,1
2226,2342,5689,1
2227,2327,3159,1
2228,2327,3160,1
2229,2313,2432,1
2230,2313,637,0
2231,2314,2406,1
2232,2314,2405,1
2233,2314,2407,0
2234,2314,4822,0
2235,2315,2408,0
2236,2315,3150,1
2237,2404,1903,1
2238,2405,2348,1
2239,1712,2003,1
2240,1713,2031,1
2241,311,144,1
2242,312,946,1
2243,313,3604,1
2244,799,790,0
2245,799,1083,1
2246,799,3107,1
2247,541,3003,0
2248,541,4155,1
2249,907,1057,1
2250,908,3444,0
2251,908,1307,0
2252,908,1977,1
2253,909,3443,0
2254,909,1310,0
2255,909,4489,1
2256,1251,532,1
2257,2898,3065,1
2258,1307,1782,0
2259,1307,3627,0
2260,1307,4041,1
2261,1296,3670,1
2262,1318,1932,1
2263,1323,1928,1
2264,1323,3615,0
2265,1329,1966,1
2266,1343,3096,1
2267,1425,1819,1
2268,1428,1823,1
2269,1445,1833,1
2270,2142,2321,1
2271,1231,3089,0
2272,1231,21,0
2273,1231,3090,1
2274,1264,1742,1
2275,1348,3190,0
2276,1348,4194,1
2277,1376,1803,1
2278,1376,1804,1
2279,1376,1805,1
2280,1276,3036,0
2281,1263,2639,0
2282,1263,3176,1
2283,1346,2648,1
2284,1279,4022,1
2285,1401,1807,1
2286,1278,1239,0
2287,1278,4022,1
2288,2838,2994,1
2289,1281,397,1
2290,1281,1239,0
2291,1283,1652,0
2292,1283,1761,1
2293,1387,1806,1
2294,1379,1939,1
2295,1293,1415,0
2296,1293,3202,1
2297,2972,3152,0
2299,2972,5480,0
2300,3995,4182,1
2301,3996,4183,1
2302,2973,3153,0
2303,1294,1415,1
2307,1408,3825,1
2308,1411,1816,1
2309,1417,2067,1
2310,2613,2654,1
2311,1484,130,1
2312,1241,1703,1
2313,1501,1868,0
2314,1501,4028,1
2315,1485,686,1
2316,1601,1974,1
2317,1305,2349,1
2318,1305,1779,1
2319,1277,1759,1
2320,1277,4234,0
2321,1282,56,1
2322,1820,2872,0
2323,1820,2873,0
2324,1820,1672,1
2325,3586,3765,1
2326,3597,89,1
2327,3601,3582,1
2328,3601,3401,0
2329,3587,5242,1
2330,4294,4420,1
2331,4349,4354,1
2332,3646,3817,1
2333,3646,3818,0
2334,3600,3774,1
2335,3648,3820,1
2336,3648,5666,0
2337,3595,3773,1
2338,3595,3945,0
2339,3595,4561,1
2340,3599,3582,1
2341,3599,3401,0
2342,5636,5705,1
2343,5636,5707,0
2344,3602,3581,1
2346,242,1144,1
2347,264,206,1
2348,328,863,1
2349,203,56,1
2350,1536,2797,1
2351,329,206,1
2352,726,782,1
2353,1082,275,0
2354,1082,1699,0
2355,1082,3174,1
2356,1949,2176,1
2357,1951,2178,1
2358,205,1196,1
2359,205,1696,0
2360,205,4881,1
2361,1540,2797,1
2362,1542,2065,1
2363,1553,1898,1
2364,212,247,1
2365,212,55,0
2366,213,9,1
2367,5376,4099,0
2368,5376,5343,1
2369,335,726,0
2370,335,3150,0
2371,335,4258,1
2372,357,114,0
2373,357,3044,1
2374,357,632,1
2375,357,5108,1
2376,117,405,1
2377,662,527,1
2378,567,286,1
2379,568,3043,0
2380,568,617,0
2381,568,5040,1
2382,671,1070,1
2383,671,1071,0
2384,1567,252,1
2385,709,305,1
2386,709,5554,1
2387,709,3886,1
2388,709,5552,1
2389,983,2500,1
2390,983,2529,0
2391,986,1087,0
2392,986,3602,1
2393,985,1288,1
2394,985,1289,1
2395,378,634,1
2396,378,4725,1
2397,56,1571,0
2398,56,568,0
2399,56,2004,0
2400,56,3390,1
2401,434,47,0
2402,434,3183,1
2403,434,3263,0
2404,188,1412,0
2405,188,3631,0
2406,188,826,1
2407,188,1548,1
2408,396,5664,0
2409,396,632,1
2410,5318,5271,1
2411,481,1770,1
2412,808,1260,1
2413,868,2509,1
2414,868,1124,0
2415,869,2970,1
2416,869,2602,0
2417,876,696,0
2418,876,1198,1
2419,949,427,1
2420,683,688,0
2421,683,976,0
2422,683,317,0
2423,683,3308,1
2424,510,660,1
2425,511,1557,1
2426,511,1444,0
2427,511,2473,0
2428,511,2944,0
2429,580,253,1
2430,580,347,0
2431,581,1163,0
2432,581,3071,1
2433,613,4662,1
2434,2839,784,1
2435,2843,862,0
2436,569,1634,1
2437,569,288,0
2438,2842,862,0
2439,2842,3465,1
2440,2842,4168,0
2441,2844,862,0
2442,2844,3465,0
2443,2844,4168,0
2444,2844,4410,1
2445,2846,4168,0
2446,2846,3365,1
2447,2846,3465,1
2448,284,352,0
2449,284,795,0
2450,284,5520,1
2451,534,714,1
2452,4610,4635,1
2453,2845,2925,1
2454,2845,3002,1
2455,285,93,0
2456,285,1375,1
2457,724,782,1
2458,787,455,1
2459,445,918,1
2460,445,902,0
2461,1040,893,1
2462,1041,893,1
2463,1042,893,1
2464,532,93,0
2465,532,296,1
2466,532,5478,0
2467,4716,4715,1
2469,533,251,0
2470,533,1320,1
2471,533,1464,0
2472,781,1523,1
2473,608,431,0
2474,608,431,1
2475,837,628,1
2476,861,1118,1
2477,839,944,1
2478,1247,2654,1
2479,1998,2206,1
2480,1999,2207,1
2481,111,1507,0
2482,111,4745,1
2483,111,2448,0
2484,109,68,1
2485,1302,1927,1
2486,1302,5541,0
2487,1302,5542,1
2488,1303,1776,0
2489,1303,3192,1
2490,1303,3800,0
2491,1304,1777,0
2492,1304,3193,1
2493,1304,3874,0
2494,1311,1941,1
2495,1313,1942,1
2496,1320,1935,0
2497,1320,4054,1
2498,1322,1928,1
2499,1322,3615,0
2500,1335,1791,1
2501,1339,1938,1
2502,1353,1938,1
2503,1334,1940,1
2504,5156,3510,1
2505,5156,3511,0
2506,5156,4747,0
2507,1333,1791,1
2508,1338,1964,1
2509,1356,2422,1
2510,1356,2423,1
2511,1356,2424,0
2512,1357,1962,1
2513,1359,1756,1
2514,1360,1963,1
2515,5125,5082,1
2516,5487,5468,1
2517,5126,4010,0
2518,5126,5083,1
2523,5094,2170,1
2524,5301,4696,1
2525,5302,4696,1
2526,5419,5406,1
2527,5336,5280,1
2528,5100,5042,1
2529,5101,5042,1
2530,5102,5111,1
2531,5404,4283,1
2532,5405,5382,1
2533,5405,5383,1
2534,5417,5404,1
2535,5122,5074,1
2536,5122,5075,1
2537,1367,2422,1
2538,1367,2423,1
2539,1367,2424,0
2540,1358,1963,1
2541,1368,3825,1
2542,1368,2762,0
2543,1383,1938,1
2544,1373,2045,1
2545,1374,3126,1
2546,1374,3122,0
2547,1375,1939,1
2548,1381,1929,1
2549,1381,4556,0
2550,1385,1803,0
2551,1385,1804,0
2552,1385,1805,0
2553,1717,2034,1
2554,1389,1938,1
2555,1390,1944,1
2556,1392,5364,1
2558,1394,5365,1
2559,1407,5703,1
2560,1403,1948,1
2561,1404,4474,1
2562,1405,2045,1
2563,1406,5368,1
2564,1443,1807,1
2565,3028,3196,1
2566,3029,2047,1
2567,1415,1815,0
2568,1415,3730,1
2569,1420,1812,1
2571,1430,1825,1
2572,1431,1826,1
2573,1435,1829,1
2574,1429,1824,1
2575,1835,2087,0
2576,1835,2967,1
2577,1835,5160,1
2578,1836,632,0
2579,1836,2231,1
2580,1466,1847,1
2581,1467,1849,1
2582,1468,2481,1
2583,1491,5645,1
2584,1456,1840,1
2585,1458,1843,1
2586,1458,4876,0
2587,1461,1845,1
2588,1463,1852,0
2589,1490,1864,1
2590,1495,1708,0
2591,1495,3128,0
2592,1495,3163,1
2593,1496,1867,1
2594,1496,4352,0
2595,5191,4131,1
2596,5568,5577,1
2597,5568,5579,0
2598,1497,360,0
2599,1497,4684,1
2600,1498,1871,1
2601,1498,360,0
2602,1498,5657,1
2604,1499,360,0
2605,1507,3283,1
2606,1507,3703,0
2607,1508,1875,1
2608,1523,1038,1
2609,1533,3325,1
2610,1512,1861,1
2611,1506,1875,1
2612,1513,1875,1
2613,1514,1875,1
2614,3986,4174,1
2615,3987,4213,1
2616,1516,1875,1
2617,1517,1875,1
2618,1518,3285,1
2619,1518,3703,0
2620,1522,2801,1
2621,1543,4624,0
2622,1543,5465,1
2623,1544,1883,0
2624,1544,4893,0
2625,1544,4601,1
2626,1544,4894,1
2627,1549,1887,1
2628,1550,1893,1
2629,1551,1896,1
2630,1552,1897,1
2631,1556,2011,1
2632,1557,1900,1
2633,1573,1918,1
2634,1555,1899,1
2635,1574,1915,1
2636,1575,1913,1
2637,1576,1919,1
2638,4104,4259,1
2639,4106,4261,1
2640,1580,1923,1
2641,1580,3683,0
2642,1580,3878,0
2643,1581,1924,1
2644,1581,3683,0
2645,1581,3878,0
2646,4007,4189,1
2647,4222,2435,0
2648,4222,2434,0
2649,4223,2435,0
2650,4223,2434,1
2651,4329,4437,1
2652,4329,4446,0
2653,5627,1924,1
2654,5628,5681,1
2655,1602,1975,1
2656,1603,1976,1
2657,2877,3037,1
2658,1579,5418,1
2659,1607,970,0
2660,1607,1978,1
2661,1626,2015,1
2662,1582,1911,1
2663,1582,1629,0
2664,1627,2016,0
2665,1627,2014,1
2666,1627,4654,1
2667,1584,1914,1
2668,1584,3234,0
2669,1585,1925,1
2671,2335,2461,1
2672,2335,3203,0
2673,1583,1912,1
2674,1613,1979,1
2675,1616,1385,1
2676,2594,3233,0
2677,2594,5391,0
2678,2597,29,1
2679,1617,1981,1
2680,4263,3601,1
2681,4263,4968,1
2682,4922,1469,1
2683,1614,1980,1
2684,2598,2747,1
2685,2988,3166,0
2686,2988,3172,1
2687,2990,3168,1
2688,2990,4375,0
2689,2990,5436,0
2690,2991,3168,1
2691,2992,3168,1
2692,2992,4375,1
2693,3008,3177,1
2694,1628,2017,1
2695,1618,1981,1
2697,4198,4340,1
2698,4198,5170,1
2699,1600,970,0
2700,1600,3474,1
2701,1600,3475,0
2702,1600,3737,0
2703,1625,1981,0
2704,4199,4274,1
2705,4199,4342,0
2706,3007,2560,1
2707,1629,2014,1
2708,1634,1987,1
2709,1636,2018,1
2710,1637,2017,1
2711,1637,3650,1
2712,1638,2018,1
2713,1639,2017,1
2714,4012,4030,1
2715,1641,2017,1
2716,1643,2019,1
2717,1642,2014,1
2718,1665,1991,1
2719,1667,3433,1
2720,3132,25,1
2721,3132,5607,0
2722,3133,3732,0
2723,3133,4916,1
2724,1645,2391,1
2725,1662,1991,1
2726,1653,2020,1
2727,1654,1989,1
2728,1676,2001,1
2729,1655,2021,1
2730,1657,2777,1
2731,1674,1999,1
2732,1675,2000,0
2733,1675,3171,1
2734,1696,2013,1
2735,3962,3087,0
2736,3962,3088,0
2737,3962,3654,0
2738,3962,4109,0
2739,1658,2023,1
2740,1679,2003,1
2741,1692,2003,1
2742,1693,2012,0
2743,1693,4730,0
2744,1687,722,0
2745,1687,3043,1
2746,1687,617,1
2747,1688,2316,1
2748,1690,2009,1
2749,4119,4267,1
2750,4119,4268,0
2751,4149,4728,1
2752,4149,5005,1
2753,4173,3890,1
