utility_id,zipcode_id
425,1457
425,1458
425,1459
425,1460
152,1461
425,1461
425,1463
152,1464
737,1464
152,1465
152,1466
152,1467
737,1468
3139,1468
152,1469
152,1470
152,1471
425,1471
152,1472
152,1473
425,1474
425,1475
425,1476
152,1477
425,1477
737,1478
3139,1478
152,1479
425,1479
152,1480
425,1480
152,1481
152,1482
425,1482
152,1483
1558,1483
425,1484
425,1485
152,1486
425,1486
425,1487
425,1488
425,1489
152,1490
425,1490
152,1491
425,1491
152,1492
152,1493
152,1494
425,1494
152,1495
737,1495
152,1496
737,1497
3139,1497
152,1498
737,1498
152,1499
425,1499
152,1500
152,1501
737,1501
152,1502
1558,1502
152,1503
152,1504
737,1504
1558,1504
152,1505
425,1506
152,1508
152,1509
737,1510
1195,1510
3139,1510
152,1511
425,1511
152,1512
152,1513
425,1513
152,1514
152,1515
425,1515
425,1516
3137,1516
425,1517
152,1518
425,1519
152,1520
737,1520
152,1521
425,1521
737,1523
737,1524
3139,1524
737,1525
152,1526
152,1527
152,1528
425,1528
152,1529
737,1529
425,1530
425,1531
425,1532
425,1533
425,1534
425,1535
425,1536
425,1537
425,1538
425,1539
425,1541
425,1542
425,1543
425,1544
425,1545
425,1546
425,1547
425,1548
425,1549
425,1551
425,1553
425,1554
425,1555
425,1556
425,1558
425,1559
425,1560
152,1561
425,1561
152,1562
152,1563
152,1564
152,1565
152,1566
152,1567
152,1568
425,1568
152,1569
152,1570
425,1570
737,1571
3139,1571
152,1572
152,1573
152,1574
152,1576
152,1577
152,1578
737,1578
152,1579
152,1580
152,1581
3139,1581
152,1582
737,1584
152,1585
152,1586
425,1586
152,1587
152,1591
152,1592
152,1593
152,1594
152,1595
152,1596
737,1596
152,1597
152,1598
737,1598
152,1599
152,1600
152,1601
152,1602
152,1603
737,1603
152,1604
737,1604
737,1605
152,1606
737,1607
152,1609
152,1610
152,1611
152,1612
152,1613
152,1614
152,1615
152,1616
152,1618
2586,1619
152,1620
737,1620
152,1621
152,1622
737,1623
3139,1623
737,1624
1195,1624
1558,1624
3139,1624
1558,1625
152,1626
737,1626
1558,1626
1558,1627
737,1628
1558,1628
3139,1628
1558,1629
2742,1629
1558,1632
1558,1633
1558,1635
3139,1635
1558,1636
3139,1636
1558,1638
3139,1638
1558,1639
2742,1639
3139,1639
737,1640
1558,1640
1558,1641
3139,1641
1558,1642
1558,1643
3139,1643
1558,1644
1558,1645
737,1646
1558,1646
3139,1646
737,1647
1195,1647
1558,1647
1558,1648
737,1649
1558,1649
1558,1650
737,1651
1558,1651
1558,1652
1558,1653
1558,1654
1558,1655
1558,1656
1558,1657
3137,1657
3139,1657
1558,1658
737,1659
1558,1659
737,1660
1558,1660
1558,1661
737,1662
1558,1662
1558,1663
1558,1664
1558,1665
2742,1665
3139,1665
1558,1666
1558,1667
425,1668
1179,1668
425,1669
425,1671
425,1672
425,1673
1179,1677
425,1678
425,1679
425,1680
425,1681
425,1682
425,1683
425,1684
425,1685
1179,1686
1602,1686
425,1687
425,1689
425,1691
425,1692
1550,1692
425,1693
425,1694
425,1695
425,1696
425,1697
425,1698
425,1699
425,1700
425,1701
425,1702
425,1703
425,1704
152,1705
425,1705
425,1706
152,1707
425,1707
425,1708
425,1711
3137,1711
425,1712
425,1713
1550,1713
152,1714
425,1714
425,1716
425,1717
425,1718
425,1720
3137,1720
425,1721
425,1722
425,1723
1550,1723
425,1724
425,1725
152,1726
425,1726
425,1727
425,1728
425,1729
425,1730
1550,1730
425,1731
1550,1731
425,1732
425,1734
425,1735
425,1736
425,1737
425,1738
425,1739
425,1740
425,1741
425,1743
425,1744
425,1745
425,1746
425,1747
425,1748
1550,1748
425,1749
425,1750
425,1751
425,1752
425,1753
425,1754
425,1755
425,1756
425,1757
432,1759
1031,1759
3020,1759
1031,1760
432,1763
432,1764
1031,1764
2182,1764
2812,1764
432,1765
432,1766
432,1767
2812,1767
432,1768
432,1769
2812,1769
1031,1770
2812,1770
432,1771
1031,1771
2812,1771
1031,1773
2812,1773
3020,1773
432,1774
2182,1774
432,1775
1814,1775
2182,1775
1031,1776
2812,1776
432,1778
1031,1778
2182,1778
3020,1778
1031,1780
432,1781
1031,1781
2182,1781
2812,1781
1031,1782
432,1783
432,1785
1031,1785
2182,1785
3020,1785
432,1786
1527,1786
432,1787
432,1788
432,1789
2812,1789
432,1790
432,1791
432,1792
432,1793
432,1794
2812,1794
1031,1795
2812,1795
432,1796
432,1797
432,1798
2812,1798
432,1799
432,1801
1031,1801
1031,1802
2812,1802
432,1803
2812,1803
432,1804
2812,1804
432,1805
1031,1805
1814,1805
2182,1805
2955,1805
3020,1805
432,1806
2812,1806
432,1807
1031,1809
2812,1809
1031,1810
432,1811
2182,1811
432,1812
432,1813
1031,1813
3020,1813
3138,1813
432,1815
1527,1815
432,1816
432,1818
432,1819
432,1820
1527,1820
432,1821
432,1822
432,1823
432,1824
1527,1824
432,1825
1031,1825
432,1826
432,1827
2182,1827
3020,1827
3138,1827
432,1828
1031,1828
3020,1828
432,1830
432,1831
1031,1831
432,1832
432,1833
432,1834
1031,1834
432,1835
432,1837
432,1838
432,1839
1834,1839
432,1840
1031,1840
432,1841
432,1842
1031,1842
2182,1842
2752,1842
432,1846
432,1847
1031,1847
2752,1847
1031,1848
1267,1848
2752,1848
432,1849
432,1851
1031,1851
2752,1851
432,1852
1031,1852
2182,1852
3020,1852
432,1853
1031,1853
1267,1853
2202,1853
2752,1853
432,1854
2752,1854
432,1855
1031,1855
2752,1855
432,1856
1031,1856
2752,1856
432,1857
1031,1857
2182,1857
2752,1857
432,1858
2752,1858
432,1859
1031,1859
2752,1859
432,1860
2752,1861
432,1862
432,1863
1031,1863
2752,1863
1031,1864
1267,1864
2752,1864
432,1865
2752,1865
1031,1866
2752,1866
333,1867
1031,1867
333,1869
1031,1869
2752,1869
333,1870
1031,1870
333,1871
1031,1871
333,1874
1031,1874
1834,1874
1031,1875
1834,1876
3136,1876
3137,1876
432,1877
791,1877
2752,1877
791,1878
2752,1878
432,1879
1031,1879
432,1880
2752,1880
1031,1881
1834,1881
333,1882
432,1882
1031,1882
1834,1882
3136,1882
2752,1883
3136,1883
432,1884
791,1884
2752,1884
432,1886
791,1886
2752,1886
3136,1886
3137,1886
432,1888
1031,1888
2752,1888
432,1890
2752,1890
432,1891
2752,1891
1031,1892
1850,1892
432,1893
2752,1893
3136,1893
3137,1893
432,1894
1834,1894
3136,1894
432,1895
2587,1895
3136,1895
3137,1895
2587,1896
1031,1897
2752,1897
432,1898
1031,1898
2752,1898
2812,1898
1834,1899
3136,1899
432,1900
2752,1900
432,1901
1031,1901
2752,1901
432,1903
2752,1903
2752,1906
3136,1906
432,1907
1031,1907
432,1908
1031,1908
432,1909
1834,1909
2587,1909
3136,1909
791,1910
2752,1910
3136,1910
3137,1910
1031,1911
2752,1911
432,1912
2587,1912
2752,1912
432,1914
1031,1915
1834,1915
2752,1915
432,1916
2587,1916
2752,1916
3136,1916
432,1918
1031,1918
1834,1918
3136,1918
432,1919
1031,1919
2752,1919
432,1920
2587,1920
3136,1920
3137,1920
432,1921
1031,1921
2752,1921
3035,1921
432,1922
432,1923
1031,1923
1850,1923
2752,1924
432,1925
2752,1925
1031,1926
2752,1926
1031,1930
1905,1930
2812,1930
2812,1936
1031,1937
2812,1937
1031,1938
1092,1938
2812,1938
1031,1939
2812,1939
1031,1940
1031,1941
1092,1941
1742,1941
2812,1941
1031,1942
2812,1942
432,1943
2752,1943
2752,1944
1031,1945
2812,1945
432,1946
1222,1946
1294,1946
1742,1946
2752,1946
432,1947
1222,1947
1294,1947
2752,1947
1031,1949
1092,1949
2812,1949
1031,1950
1905,1950
2752,1950
2812,1950
1222,1951
1294,1951
1742,1951
2752,1951
2812,1951
432,1953
1031,1953
1905,1953
2812,1953
1905,1954
1031,1956
2812,1956
1031,1957
2812,1957
432,1958
1031,1961
1742,1961
2752,1961
2812,1961
3035,1961
432,1962
1031,1962
2812,1962
432,1963
1031,1963
1031,1964
2812,1964
1031,1965
2752,1965
2812,1965
3035,1965
1031,1966
2812,1966
3035,1966
1031,1967
432,1968
1031,1968
2812,1968
1031,1969
1092,1969
1742,1969
2752,1969
2812,1969
1092,1970
1742,1970
1031,1971
1742,1971
2812,1971
3035,1971
432,1972
2753,1972
432,1974
432,1976
