technology_id,set_id
79,994
94,995
12,1007
85,1008
86,1009
91,1010
79,1011
81,1017
85,1018
120,1019
139,1020
79,1021
85,1021
80,1022
85,1023
86,1023
95,1024
85,1025
79,1026
85,1026
96,1027
114,1028
85,1029
96,1030
114,1031
7,1032
101,1040
2,1043
2,1044
2,1045
137,1050
100,1051
110,1055
126,1056
73,1057
76,1058
74,1059
85,1060
75,1061
137,1062
73,1069
75,1069
79,1070
86,1072
137,1073
7,1074
80,1075
109,1076
85,1077
114,1078
8,1080
1,1081
2,1081
3,1081
7,1081
8,1081
9,1081
12,1081
23,1081
109,1081
111,1081
117,1081
118,1081
85,1082
83,1086
79,1087
91,1088
85,1089
79,1091
117,1094
118,1094
12,1095
73,1096
74,1096
75,1096
76,1096
86,1096
85,1097
86,1098
2,1103
12,1110
85,1111
79,1113
2,1114
12,1115
85,1116
79,1117
2,1118
2,1119
2,1120
2,1121
24,1121
75,1122
1,1128
2,1128
3,1128
7,1128
8,1128
4,1129
5,1129
7,1129
8,1129
10,1129
117,1129
1,1130
2,1130
3,1130
7,1130
8,1130
9,1130
113,1130
1,1132
2,1132
3,1132
7,1132
8,1132
9,1132
14,1132
78,1132
79,1132
80,1132
81,1132
82,1132
83,1132
84,1132
85,1132
86,1132
88,1132
91,1132
92,1132
93,1132
94,1132
95,1132
96,1132
97,1132
99,1132
111,1132
80,1133
137,1133
12,1134
79,1134
80,1134
83,1134
85,1134
86,1134
94,1134
95,1134
96,1134
97,1134
99,1134
111,1134
113,1134
135,1134
101,1137
75,1141
100,1142
74,1143
75,1145
79,1146
86,1148
100,1149
137,1150
12,1151
79,1152
79,1153
85,1156
94,1157
79,1158
12,1159
85,1160
86,1162
85,1163
12,1165
96,1166
94,1167
85,1168
86,1168
82,1169
12,1170
2,1171
111,1171
81,1172
91,1172
95,1172
111,1172
7,1173
7,1174
12,1175
119,1175
1,1176
2,1176
3,1176
4,1176
7,1176
8,1176
9,1176
12,1176
117,1176
118,1176
119,1176
124,1176
80,1180
91,1180
111,1180
79,1181
138,1181
84,1182
95,1183
91,1184
83,1185
4,1186
5,1186
7,1186
8,1186
9,1186
18,1186
117,1186
118,1186
124,1186
4,1187
5,1187
7,1187
8,1187
9,1187
18,1187
117,1187
118,1187
124,1187
1,1188
2,1188
3,1188
4,1188
5,1188
6,1188
7,1188
8,1188
9,1188
12,1188
13,1188
18,1188
24,1188
117,1188
118,1188
119,1188
124,1188
92,1192
114,1193
96,1194
80,1195
73,1197
80,1199
85,1200
86,1202
85,1204
95,1205
96,1206
109,1207
79,1208
91,1209
75,1210
73,1211
94,1212
94,1213
95,1213
96,1213
94,1214
95,1214
96,1214
85,1217
7,1222
85,1222
93,1222
94,1222
95,1222
96,1222
97,1222
86,1223
86,1224
95,1225
83,1231
79,1232
138,1232
91,1233
94,1234
79,1238
85,1243
95,1244
96,1245
97,1247
80,1248
73,1249
75,1249
85,1250
86,1250
79,1251
85,1251
85,1252
95,1252
96,1252
73,1253
85,1254
95,1255
12,1256
100,1257
101,1257
108,1258
80,1259
137,1259
73,1260
74,1260
75,1260
76,1260
86,1260
12,1261
85,1262
75,1265
80,1265
81,1265
82,1265
86,1265
90,1265
100,1265
101,1265
108,1265
109,1265
110,1265
111,1265
126,1265
128,1265
139,1265
83,1266
84,1267
85,1268
75,1271
80,1271
81,1271
82,1271
86,1271
90,1271
100,1271
101,1271
108,1271
109,1271
110,1271
111,1271
126,1271
128,1271
139,1271
80,1272
93,1272
94,1272
95,1272
109,1272
110,1272
113,1272
73,1273
74,1273
75,1273
76,1273
86,1273
85,1274
12,1275
108,1277
110,1277
111,1277
85,1278
79,1279
79,1280
83,1281
84,1282
12,1283
85,1284
117,1286
79,1291
2,1292
7,1292
12,1295
85,1295
86,1295
83,1297
12,1305
85,1306
12,1307
85,1308
86,1309
91,1310
12,1312
79,1313
85,1314
88,1315
7,1317
2,1318
79,1318
80,1318
81,1318
83,1318
84,1318
88,1318
91,1318
95,1318
96,1318
98,1318
99,1318
100,1318
101,1318
107,1318
108,1318
110,1318
111,1318
137,1318
138,1318
73,1319
74,1319
75,1319
76,1319
86,1320
85,1321
12,1322
101,1323
79,1324
12,1325
79,1326
85,1330
12,1331
79,1332
12,1333
85,1334
8,1337
117,1337
118,1337
8,1338
117,1338
118,1338
79,1341
85,1344
12,1345
7,1347
8,1347
12,1347
73,1347
74,1347
75,1347
76,1347
77,1347
79,1347
80,1347
82,1347
83,1347
84,1347
85,1347
86,1347
109,1347
117,1347
119,1347
125,1348
83,1349
84,1350
91,1351
79,1355
84,1356
91,1357
95,1358
83,1359
84,1360
91,1361
85,1362
86,1363
91,1364
79,1369
83,1370
84,1371
91,1372
12,1373
79,1374
85,1375
79,1377
79,1383
83,1383
84,1383
12,1384
85,1385
79,1386
85,1387
86,1387
94,1388
12,1389
79,1390
85,1391
79,1394
12,1395
85,1396
12,1399
85,1400
79,1401
100,1404
101,1405
85,1407
86,1408
79,1409
83,1410
85,1411
86,1411
94,1412
82,1414
12,1415
85,1416
101,1417
92,1419
91,1420
12,1421
85,1421
86,1421
94,1422
95,1423
12,1424
79,1425
85,1426
12,1428
85,1429
86,1430
101,1431
91,1432
82,1433
12,1435
85,1436
79,1437
12,1438
85,1439
79,1440
12,1441
85,1442
79,1443
12,1444
85,1445
79,1446
85,1448
79,1449
82,1454
101,1456
110,1463
73,1464
86,1465
91,1466
94,1467
95,1468
101,1469
73,1470
79,1471
83,1472
84,1473
91,1474
75,1475
79,1476
85,1477
86,1477
94,1478
96,1479
1,1480
2,1480
3,1480
5,1480
6,1480
7,1480
9,1480
10,1480
12,1480
24,1480
117,1480
119,1480
4,1481
8,1481
9,1481
10,1481
12,1481
18,1481
119,1481
4,1482
7,1482
8,1482
9,1482
101,1484
75,1492
76,1493
79,1494
83,1495
86,1496
91,1497
85,1504
12,1505
79,1507
83,1508
85,1509
91,1510
136,1511
84,1513
83,1514
91,1515
94,1516
83,1519
84,1520
91,1521
79,1522
138,1523
73,1524
85,1525
79,1526
91,1527
86,1528
80,1530
94,1530
95,1530
111,1530
80,1531
85,1532
85,1534
86,1534
94,1535
96,1536
97,1536
95,1537
85,1538
86,1538
80,1539
80,1540
94,1541
114,1542
86,1543
110,1550
84,1551
83,1552
84,1555
83,1556
85,1557
73,1559
76,1560
75,1562
86,1563
12,1564
79,1565
92,1568
101,1569
2,1570
2,1571
3,1572
5,1572
7,1572
3,1573
5,1573
7,1573
8,1574
117,1574
8,1575
117,1575
79,1576
85,1577
2,1578
2,1579
3,1580
7,1580
3,1581
7,1581
8,1582
117,1582
8,1583
117,1583
79,1585
100,1586
12,1587
85,1587
73,1589
74,1590
75,1591
76,1592
91,1593
79,1594
86,1595
12,1596
85,1597
83,1598
101,1600
86,1602
91,1604
86,1606
85,1607
12,1608
73,1609
91,1610
73,1611
91,1612
83,1613
85,1614
85,1615
75,1616
73,1617
74,1617
83,1619
91,1621
83,1622
83,1623
91,1624
12,1637
79,1638
85,1640
80,1641
81,1641
85,1642
73,1643
12,1644
83,1645
79,1646
82,1647
86,1649
101,1650
7,1651
8,1651
117,1651
8,1652
2,1653
2,1654
2,1655
7,1657
7,1658
2,1659
3,1659
7,1659
7,1662
73,1664
86,1665
85,1666
84,1669
127,1670
83,1672
83,1674
84,1675
75,1677
9,1679
7,1680
73,1681
79,1683
138,1684
83,1685
73,1686
75,1687
138,1689
83,1690
79,1691
138,1692
84,1693
79,1696
138,1697
84,1698
120,1699
80,1700
137,1701
82,1702
100,1703
101,1704
99,1705
83,1707
84,1708
85,1709
80,1710
81,1710
79,1711
79,1712
114,1713
78,1714
96,1715
120,1716
73,1718
94,1721
74,1722
75,1722
79,1722
80,1722
84,1722
86,1722
93,1722
94,1722
95,1722
96,1722
111,1722
7,1723
2,1724
8,1725
12,1726
80,1731
91,1731
94,1731
95,1731
85,1733
110,1734
110,1735
80,1736
75,1737
94,1738
95,1738
80,1740
137,1741
82,1742
101,1743
100,1744
96,1745
99,1746
111,1747
2,1749
7,1749
12,1749
73,1749
74,1749
75,1749
78,1749
79,1749
80,1749
85,1749
86,1749
94,1749
95,1749
96,1749
110,1749
111,1749
4,1750
5,1750
7,1750
8,1750
9,1750
13,1750
18,1750
19,1750
20,1750
117,1750
118,1750
121,1750
96,1755
85,1756
86,1756
113,1757
7,1758
7,1759
7,1760
7,1761
9,1762
7,1763
7,1766
8,1766
118,1766
80,1767
82,1767
88,1767
90,1767
100,1767
101,1767
107,1767
110,1767
111,1767
129,1767
8,1768
117,1768
117,1769
95,1770
78,1771
96,1772
84,1773
2,1774
7,1774
12,1774
118,1774
85,1775
79,1776
136,1777
73,1779
2,1781
3,1781
7,1781
118,1781
1,1782
2,1782
3,1782
7,1782
8,1782
9,1782
12,1782
23,1782
109,1782
117,1782
118,1782
9,1784
14,1784
18,1784
121,1784
1,1785
2,1785
3,1785
5,1785
6,1785
7,1785
8,1785
9,1785
10,1785
13,1785
14,1785
15,1785
18,1785
113,1785
117,1785
124,1785
110,1786
111,1786
2,1787
3,1787
5,1787
6,1787
7,1787
8,1787
9,1787
10,1787
14,1787
15,1787
18,1787
113,1787
117,1787
124,1787
125,1787
12,1788
73,1790
74,1791
78,1793
81,1796
80,1797
83,1798
95,1799
4,1803
8,1803
9,1803
10,1803
12,1803
13,1803
14,1803
15,1803
18,1803
4,1806
12,1806
85,1806
93,1806
94,1806
95,1806
96,1806
97,1806
11,1807
117,1807
4,1808
7,1808
8,1808
9,1808
117,1808
101,1813
110,1814
83,1815
84,1815
79,1816
5,1817
7,1817
1,1818
2,1818
3,1818
7,1818
8,1818
9,1818
10,1818
19,1818
20,1818
21,1818
24,1818
117,1818
95,1819
94,1820
99,1821
135,1821
86,1822
2,1823
3,1823
6,1823
7,1823
8,1823
118,1823
7,1824
2,1825
4,1826
5,1826
7,1826
9,1826
14,1826
15,1826
18,1826
117,1826
118,1826
4,1827
5,1827
7,1827
9,1827
14,1827
15,1827
18,1827
117,1827
118,1827
4,1828
5,1828
7,1828
9,1828
14,1828
15,1828
18,1828
117,1828
118,1828
4,1829
5,1829
7,1829
9,1829
14,1829
15,1829
18,1829
117,1829
118,1829
4,1830
5,1830
7,1830
9,1830
14,1830
15,1830
18,1830
117,1830
118,1830
4,1831
5,1831
7,1831
9,1831
14,1831
15,1831
18,1831
117,1831
118,1831
2,1832
3,1832
7,1832
8,1832
12,1832
117,1832
2,1833
12,1833
7,1834
3,1835
8,1835
76,1836
77,1836
91,1837
85,1838
100,1839
79,1840
136,1841
7,1842
9,1842
13,1843
14,1843
18,1843
121,1843
12,1845
2,1846
7,1846
7,1849
7,1850
7,1851
7,1852
7,1853
7,1854
117,1855
8,1856
118,1857
118,1858
121,1859
75,1860
85,1861
86,1861
79,1862
76,1864
110,1868
79,1870
83,1871
84,1872
91,1873
83,1875
79,1876
84,1877
91,1878
85,1880
79,1881
12,1882
79,1883
85,1884
75,1886
85,1887
136,1888
86,1889
2,1890
3,1890
5,1890
6,1890
7,1890
5,1891
7,1891
9,1891
13,1892
14,1892
18,1892
121,1892
7,1893
8,1893
7,1894
9,1895
18,1895
118,1895
121,1895
125,1895
80,1896
81,1896
80,1897
136,1899
114,1900
94,1901
85,1902
7,1903
7,1904
86,1905
85,1906
12,1907
91,1908
7,1909
7,1910
7,1911
7,1912
7,1913
2,1915
3,1915
6,1915
83,1917
85,1917
86,1917
93,1917
94,1917
95,1917
96,1917
97,1917
99,1917
109,1917
96,1923
7,1925
7,1926
7,1927
83,1928
84,1929
7,1930
79,1931
85,1931
86,1931
94,1931
95,1931
2,1932
3,1932
7,1932
12,1932
3,1933
7,1933
12,1934
7,1935
12,1935
2,1936
2,1937
3,1937
4,1937
7,1937
12,1937
119,1937
7,1938
7,1939
73,1940
79,1942
85,1943
95,1944
96,1945
97,1946
109,1947
75,1948
80,1948
90,1948
101,1948
125,1948
137,1948
7,1949
7,1950
7,1951
79,1952
83,1953
84,1954
94,1955
95,1955
109,1955
75,1956
80,1957
137,1957
2,1958
12,1959
75,1961
80,1961
101,1961
125,1961
94,1963
95,1964
73,1966
79,1969
7,1970
7,1971
7,1972
2,1973
3,1973
5,1973
6,1973
7,1973
24,1973
7,1974
7,1975
7,1976
7,1977
7,1978
7,1979
7,1981
7,1985
4,1989
5,1989
7,1989
4,1990
5,1990
7,1990
12,1991
79,1992
85,1993
95,1995
91,1996
94,1998
12,1999
79,2000
85,2001
88,2002
7,2003
7,2004
7,2005
7,2006
2,2007
2,2008
2,2009
109,2010
85,2011
79,2012
12,2013
118,2013
7,2014
2,2015
2,2016
7,2016
4,2017
5,2017
7,2017
8,2017
9,2017
10,2017
13,2017
18,2017
19,2017
20,2017
21,2017
117,2017
121,2017
7,2018
7,2019
7,2020
7,2021
7,2022
95,2023
114,2023
85,2024
86,2025
7,2027
7,2028
2,2029
7,2031
7,2032
7,2033
7,2034
7,2035
7,2037
2,2038
2,2039
2,2040
9,2041
9,2042
83,2042
84,2042
7,2043
117,2043
7,2044
117,2044
2,2045
3,2045
2,2046
3,2046
12,2047
2,2049
2,2050
12,2051
12,2052
80,2053
81,2053
83,2054
84,2055
126,2056
91,2057
79,2058
7,2059
7,2060
2,2061
2,2062
7,2063
7,2064
4,2065
5,2065
7,2065
8,2065
9,2065
18,2065
117,2065
118,2065
124,2065
12,2066
79,2067
85,2068
94,2070
95,2070
2,2071
3,2071
7,2071
8,2071
117,2071
2,2072
79,2072
80,2072
85,2072
86,2072
93,2072
94,2072
95,2072
96,2072
97,2072
108,2072
109,2072
111,2072
137,2072
2,2073
79,2073
80,2073
84,2073
85,2073
86,2073
93,2073
94,2073
95,2073
96,2073
97,2073
108,2073
109,2073
110,2073
111,2073
137,2073
2,2074
4,2074
5,2074
9,2074
12,2074
79,2074
82,2074
83,2074
84,2074
85,2074
86,2074
90,2074
93,2074
94,2074
95,2074
96,2074
97,2074
98,2074
99,2074
107,2074
108,2074
109,2074
2,2075
4,2075
5,2075
9,2075
12,2075
79,2075
82,2075
83,2075
84,2075
85,2075
86,2075
90,2075
93,2075
94,2075
95,2075
96,2075
97,2075
98,2075
99,2075
107,2075
108,2075
109,2075
110,2075
113,2075
2,2076
3,2076
5,2076
6,2076
7,2076
4,2081
85,2083
86,2083
136,2085
7,2086
1,2087
2,2087
3,2087
7,2087
8,2087
12,2087
15,2087
79,2087
85,2087
111,2087
117,2087
124,2087
138,2087
1,2088
3,2088
12,2088
85,2088
111,2088
138,2088
8,2089
117,2089
24,2090
15,2091
124,2091
2,2092
7,2093
8,2093
117,2093
9,2094
14,2094
18,2094
121,2094
7,2095
8,2095
9,2095
117,2095
118,2095
79,2097
12,2098
79,2099
85,2100
91,2102
95,2104
85,2105
7,2106
8,2106
9,2106
117,2106
118,2106
7,2107
8,2107
9,2107
117,2107
118,2107
109,2108
113,2108
109,2109
113,2109
7,2110
8,2110
9,2110
117,2110
118,2110
7,2111
8,2111
9,2111
117,2111
118,2111
7,2112
8,2112
9,2112
117,2112
118,2112
7,2113
8,2113
9,2113
117,2113
118,2113
7,2114
79,2115
83,2116
138,2118
2,2121
109,2122
113,2122
75,2123
80,2123
82,2123
99,2123
110,2123
120,2123
110,2124
7,2131
7,2132
85,2133
86,2133
93,2133
94,2133
95,2133
96,2133
111,2133
7,2134
7,2135
75,2136
80,2137
85,2138
86,2138
79,2139
80,2139
81,2139
82,2139
85,2139
86,2139
101,2139
110,2139
111,2139
137,2139
80,2141
93,2141
94,2141
95,2141
96,2141
94,2142
95,2142
96,2142
97,2142
109,2143
7,2144
73,2145
85,2148
94,2149
109,2150
96,2151
79,2152
85,2153
86,2154
109,2155
138,2157
79,2158
83,2159
91,2161
109,2162
110,2162
91,2165
83,2166
84,2166
95,2166
96,2166
7,2168
7,2169
7,2170
5,2172
7,2172
8,2172
10,2172
117,2172
2,2174
7,2174
2,2176
9,2177
5,2179
7,2179
8,2179
9,2179
10,2179
18,2179
80,2180
86,2182
79,2183
85,2184
136,2185
7,2186
91,2187
12,2188
80,2189
111,2189
137,2189
79,2190
83,2191
80,2192
81,2192
83,2192
84,2192
85,2192
86,2192
100,2192
101,2192
107,2192
110,2192
113,2192
94,2193
85,2194
95,2195
96,2196
120,2198
84,2199
86,2200
91,2201
74,2202
76,2203
86,2204
85,2205
80,2206
94,2207
96,2208
95,2209
94,2212
12,2214
93,2215
94,2215
95,2215
109,2215
110,2215
113,2215
7,2216
73,2216
74,2216
75,2216
79,2216
85,2216
86,2216
93,2216
94,2216
95,2216
96,2216
101,2216
109,2216
110,2216
113,2216
125,2216
12,2217
85,2217
86,2217
136,2218
95,2219
94,2220
85,2224
86,2224
94,2224
95,2224
96,2224
97,2224
111,2224
95,2228
85,2229
86,2230
94,2231
95,2232
96,2233
85,2234
86,2234
94,2235
96,2235
97,2235
95,2236
97,2237
95,2238
96,2238
80,2243
81,2243
82,2243
90,2243
100,2243
101,2243
204,2243
79,2245
95,2246
7,2251
7,2252
80,2253
85,2253
86,2253
99,2253
109,2253
110,2253
111,2253
137,2253
7,2254
80,2254
85,2254
86,2254
99,2254
109,2254
110,2254
111,2254
137,2254
83,2260
84,2261
91,2262
79,2263
95,2264
79,2265
95,2266
89,2267
120,2268
91,2269
138,2270
7,2271
2,2272
95,2273
75,2274
96,2275
136,2276
83,2277
79,2278
83,2279
91,2280
138,2281
79,2282
79,2283
85,2284
86,2285
86,2286
80,2287
81,2288
110,2289
12,2293
85,2293
79,2294
110,2295
80,2296
85,2296
86,2296
88,2296
94,2296
96,2296
109,2296
136,2296
7,2297
7,2298
7,2304
85,2305
85,2306
120,2307
1,2313
2,2313
3,2313
7,2313
8,2313
23,2313
24,2313
117,2313
1,2314
2,2314
3,2314
5,2314
6,2314
7,2314
8,2314
23,2314
24,2314
117,2314
8,2315
9,2315
18,2315
1,2316
2,2316
3,2316
5,2316
6,2316
7,2316
8,2316
23,2316
24,2316
117,2316
8,2317
9,2317
18,2317
79,2318
75,2319
76,2320
73,2321
91,2322
85,2325
12,2327
79,2328
94,2329
95,2330
85,2331
79,2333
95,2334
94,2335
80,2336
92,2337
80,2339
81,2339
137,2339
110,2340
7,2341
79,2342
84,2343
83,2344
79,2346
2,2347
79,2347
85,2349
2,2350
2,2351
2,2355
73,2355
74,2355
75,2355
76,2355
77,2355
79,2355
80,2355
91,2355
96,2355
97,2355
99,2355
128,2355
138,2355
7,2356
14,2357
15,2357
7,2358
8,2358
117,2358
2,2359
23,2360
79,2360
80,2360
81,2360
82,2360
83,2360
84,2360
85,2360
86,2360
88,2360
90,2360
93,2360
95,2360
96,2360
98,2360
99,2360
110,2360
111,2360
113,2360
135,2360
7,2361
8,2361
9,2361
18,2361
121,2361
7,2362
8,2362
9,2362
18,2362
7,2363
8,2363
117,2363
2,2365
7,2366
8,2366
9,2366
18,2366
121,2366
7,2367
8,2367
9,2367
18,2367
121,2367
2,2368
7,2369
8,2369
9,2369
18,2369
121,2369
7,2370
8,2370
9,2370
18,2370
121,2370
23,2372
79,2372
80,2372
81,2372
82,2372
83,2372
84,2372
85,2372
86,2372
88,2372
90,2372
93,2372
95,2372
96,2372
98,2372
99,2372
110,2372
111,2372
113,2372
135,2372
82,2373
83,2373
84,2373
